season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,attacking__attacks,attacking__assists,attacking__corners,attacking__offsides,attacking__dribbling,attacking__matches_appearance
2024,52747,PSG,Paris,Paris,France,Francia,751,13.0,88.0,33,290.0,12
2024,52919,MCI,Man City,Man City,England,Inglaterra,729,18.0,64.0,10,188.0,10
2024,50051,RMA,Real Madrid,Real Madrid,Spain,España,660,21.0,82.0,17,245.0,13
2024,50037,BAY,Bayern München,Bayern München,Germany,Alemania,584,16.0,64.0,20,211.0,12
2024,50080,BAR,Barcelona,Barcelona,Spain,España,546,18.0,55.0,11,185.0,10
2024,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,533,14.0,74.0,21,216.0,13
2024,52280,ARS,Arsenal,Arsenal,England,Inglaterra,499,16.0,48.0,15,167.0,10
2024,50124,ATM,Atleti,Atleti,Spain,España,448,13.0,49.0,13,123.0,10
2024,50062,PSV,PSV,PSV,Netherlands,Holanda,396,6.0,36.0,16,156.0,8
2024,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,379,4.0,54.0,15,146.0,8
2024,50136,NAP,Napoli,Napoli,Italy,Italia,364,9.0,57.0,15,159.0,8
2024,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,331,13.0,48.0,18,98.0,8
2024,50138,INT,Inter,Inter,Italy,Italia,328,7.0,30.0,14,95.0,8
2024,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,318,6.0,45.0,13,106.0,6
2024,50064,POR,Porto,Porto,Portugal,Portugal,315,13.0,24.0,13,115.0,8
2024,52973,LAZ,Lazio,Lazio,Italy,Italia,312,5.0,38.0,11,105.0,8
2024,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,300,7.0,32.0,13,73.0,6
2024,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,292,6.0,26.0,10,111.0,8
2024,52336,BRA,Braga,Braga,Portugal,Portugal,287,6.0,35.0,6,89.0,6
2024,50058,MIL,Milan,Milan,Italy,Italia,275,5.0,36.0,7,119.0,6
2024,50147,BEN,Benfica,Benfica,Portugal,Portugal,263,5.0,25.0,9,88.0,6
2024,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,245,6.0,23.0,18,80.0,6
2024,52682,MUN,Man Utd,Man Utd,England,Inglaterra,243,10.0,27.0,7,96.0,6
2024,52714,SEV,Sevilla,Sevilla,Spain,España,237,6.0,29.0,9,83.0,6
2024,59324,NEW,Newcastle,Newcastle,England,Inglaterra,231,6.0,24.0,6,84.0,6
2024,50030,SAL,Salzburg,Salzburg,Austria,Austria,224,3.0,20.0,10,88.0,6
2024,50050,CEL,Celtic,Celtic,Scotland,Escocia,213,4.0,22.0,9,84.0,6
2024,50113,ANT,Antwerp,Antwerp,Belgium,Bélgica,209,4.0,25.0,12,84.0,6
2024,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,207,6.0,27.0,17,82.0,6
2024,52277,LEN,Lens,Lens,France,Francia,188,4.0,20.0,18,72.0,6
2024,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,184,8.0,16.0,13,67.0,6
2024,77977,UBE,Union Berlin,Union Berlin,Germany,Alemania,176,5.0,17.0,13,45.0,6
2025,52747,PSG,Paris,Paris,France,Francia,1005,32.0,105.0,27,353.0,17
2025,50037,BAY,Bayern München,Bayern München,Germany,Alemania,884,20.0,105.0,21,257.0,14
2025,50080,BAR,Barcelona,Barcelona,Spain,España,751,34.0,68.0,14,288.0,14
2025,50051,RMA,Real Madrid,Real Madrid,Spain,España,708,19.0,93.0,14,259.0,14
2025,52280,ARS,Arsenal,Arsenal,England,Inglaterra,697,22.0,77.0,23,220.0,14
2025,52919,MCI,Man City,Man City,England,Inglaterra,662,11.0,75.0,10,156.0,10
2025,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,657,17.0,83.0,33,209.0,14
2025,52816,ATA,Atalanta,Atalanta,Italy,Italia,599,18.0,65.0,25,182.0,10
2025,50062,PSV,PSV,PSV,Netherlands,Holanda,566,16.0,68.0,16,159.0,12
2025,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,534,13.0,54.0,14,118.0,10
2025,50138,INT,Inter,Inter,Italy,Italia,518,19.0,48.0,41,160.0,15
2025,7889,LIV,Liverpool,Liverpool,England,Inglaterra,498,14.0,53.0,14,163.0,10
2025,52683,AVL,Aston Villa,Aston Villa,England,Inglaterra,482,19.0,46.0,16,195.0,12
2025,50058,MIL,Milan,Milan,Italy,Italia,478,13.0,50.0,14,190.0,10
2025,50147,BEN,Benfica,Benfica,Portugal,Portugal,474,13.0,61.0,37,137.0,12
2025,50124,ATM,Atleti,Atleti,Spain,España,459,17.0,52.0,12,104.0,10
2025,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,438,13.0,60.0,17,110.0,8
2025,50139,JUV,Juventus,Juventus,Italy,Italia,425,7.0,39.0,25,173.0,10
2025,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,416,14.0,45.0,20,163.0,12
2025,50023,MON,Monaco,Monaco,France,Francia,399,12.0,42.0,28,143.0,10
2025,75797,LIL,Lille,Lille,France,Francia,399,12.0,37.0,16,158.0,10
2025,50050,CEL,Celtic,Celtic,Scotland,Escocia,384,12.0,58.0,18,114.0,10
2025,2601306,BRE,Brest,Brest,France,Francia,380,7.0,37.0,14,119.0,10
2025,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,372,10.0,35.0,12,102.0,12
2025,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,369,11.0,40.0,13,151.0,10
2025,52969,BOL,Bologna,Bologna,Italy,Italia,323,3.0,36.0,25,97.0,8
2025,50030,SAL,Salzburg,Salzburg,Austria,Austria,321,5.0,27.0,14,140.0,8
2025,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,317,10.0,40.0,19,111.0,8
2025,2602798,GIR,Girona,Girona,Spain,España,277,3.0,43.0,12,110.0,8
2025,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,250,8.0,25.0,15,92.0,8
2025,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,246,3.0,28.0,15,122.0,8
2025,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,243,7.0,42.0,19,105.0,8
2025,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,237,5.0,31.0,10,107.0,8
2025,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,195,5.0,19.0,7,81.0,8
2025,50111,SGR,Sturm Graz,Sturm Graz,Austria,Austria,183,4.0,22.0,18,81.0,8
2025,52797,SLB,S. Bratislava,S. Bratislava,Slovakia,Eslovaquia,181,6.0,32.0,12,115.0,8
