season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,attacking__attacks,attacking__assists,attacking__corners,attacking__offsides,attacking__dribbling,attacking__matches_appearance
2004,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,,5.0,28.0,6,,6
2004,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,,5.0,14.0,11,,6
2004,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,4.0,28.0,19,,6
2004,50050,CEL,Celtic,Celtic,Scotland,Escocia,,4.0,24.0,19,,6
2004,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,,4.0,23.0,14,,6
2004,52268,VAL,Valencia,Valencia,Spain,España,,4.0,22.0,28,,6
2004,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,4.0,17.0,20,,6
2004,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,,3.0,47.0,13,,6
2004,50064,POR,Porto,Porto,Portugal,Portugal,,3.0,40.0,15,,8
2004,50143,AJX,Ajax,Ajax,Netherlands,Holanda,,3.0,37.0,22,,6
2004,50137,ROM,Roma,Roma,Italy,Italia,,3.0,18.0,31,,6
2004,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,,2.0,35.0,10,,6
2004,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,,2.0,31.0,8,,6
2004,52747,PSG,Paris,Paris,France,Francia,,2.0,20.0,28,,6
2004,57477,MTA,M. Tel-Aviv,M. Tel-Aviv,Israel,Israel,,1.0,22.0,14,,6
2004,59044,DEP,Deportivo,Deportivo,Spain,España,,,32.0,23,,6
2005,50080,BAR,Barcelona,Barcelona,Spain,España,,16.0,63.0,23,,13
2005,50058,MIL,Milan,Milan,Italy,Italia,,15.0,63.0,54,,12
2005,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,13.0,68.0,35,,13
2005,50138,INT,Inter,Inter,Italy,Italia,,12.0,54.0,34,,10
2005,50139,JUV,Juventus,Juventus,Italy,Italia,,12.0,51.0,76,,10
2005,50040,BRM,Bremen,Bremen,Germany,Alemania,,12.0,43.0,29,,8
2005,5312,LYO,Lyon,Lyon,France,Francia,,10.0,55.0,28,,10
2005,50143,AJX,Ajax,Ajax,Netherlands,Holanda,,9.0,28.0,26,,8
2005,50121,RAN,Rangers,Rangers,Scotland,Escocia,,8.0,26.0,24,,8
2005,50051,RMA,Real Madrid,Real Madrid,Spain,España,,7.0,53.0,18,,8
2005,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,7.0,38.0,27,,8
2005,57388,SCH,Schalke,Schalke,Germany,Alemania,,7.0,29.0,15,,6
2005,51310,UDI,Udinese,Udinese,Italy,Italia,,7.0,24.0,33,,6
2005,7889,LIV,Liverpool,Liverpool,England,Inglaterra,,6.0,42.0,15,,8
2005,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,6.0,25.0,35,,8
2005,70691,VIL,Villarreal,Villarreal,Spain,España,,5.0,44.0,32,,12
2005,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,5.0,40.0,10,,6
2005,50147,BEN,Benfica,Benfica,Portugal,Portugal,,5.0,38.0,39,,10
2005,50064,POR,Porto,Porto,Portugal,Portugal,,5.0,36.0,12,,6
2005,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,,5.0,34.0,14,,6
2005,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,,4.0,31.0,18,,6
2005,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,,4.0,28.0,14,,6
2005,50062,PSV,PSV,PSV,Netherlands,Holanda,,4.0,23.0,19,,8
2005,64519,PET,Petržalka,Petržalka,Slovakia,Eslovaquia,,4.0,22.0,10,,6
2005,52265,BET,Real Betis,Real Betis,Spain,España,,3.0,36.0,15,,6
2005,50042,RAP,SK Rapid,SK Rapid,Austria,Austria,,3.0,33.0,10,,6
2005,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,2.0,34.0,10,,6
2005,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,,2.0,30.0,22,,6
2005,80409,THU,Thun,Thun,Switzerland,Suiza,,2.0,19.0,22,,6
2005,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,,1.0,20.0,25,,6
2005,75797,LIL,Lille,Lille,France,Francia,,1.0,20.0,15,,6
2005,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,,,27.0,26,,6
2006,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,21.0,57.0,31,,12
2006,7889,LIV,Liverpool,Liverpool,England,Inglaterra,,17.0,54.0,33,,13
2006,50058,MIL,Milan,Milan,Italy,Italia,,15.0,71.0,38,,13
2006,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,14.0,47.0,14,,10
2006,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,13.0,59.0,44,,12
2006,52268,VAL,Valencia,Valencia,Spain,España,,11.0,48.0,20,,10
2006,50137,ROM,Roma,Roma,Italy,Italia,,10.0,45.0,50,,10
2006,5312,LYO,Lyon,Lyon,France,Francia,,10.0,45.0,16,,8
2006,50051,RMA,Real Madrid,Real Madrid,Spain,España,,10.0,40.0,25,,8
2006,50080,BAR,Barcelona,Barcelona,Spain,España,,9.0,39.0,19,,8
2006,50064,POR,Porto,Porto,Portugal,Portugal,,8.0,41.0,28,,8
2006,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,6.0,48.0,22,,8
2006,50062,PSV,PSV,PSV,Netherlands,Holanda,,6.0,42.0,42,,10
2006,75797,LIL,Lille,Lille,France,Francia,,6.0,33.0,8,,8
2006,52167,HSV,Hamburg,Hamburg,Germany,Alemania,,6.0,31.0,16,,6
2006,50065,FCSB,FCSB,FCSB,Romania,Rumanía,,6.0,22.0,14,,6
2006,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,,5.0,30.0,12,,6
2006,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,5.0,28.0,13,,6
2006,50147,BEN,Benfica,Benfica,Portugal,Portugal,,5.0,26.0,25,,6
2006,50127,BOR,Bordeaux,Bordeaux,France,Francia,,5.0,25.0,12,,6
2006,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,,5.0,23.0,27,,6
2006,50138,INT,Inter,Inter,Italy,Italia,,5.0,20.0,31,,8
2006,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,,5.0,19.0,17,,6
2006,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,,4.0,34.0,16,,6
2006,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,,4.0,29.0,10,,6
2006,50050,CEL,Celtic,Celtic,Scotland,Escocia,,4.0,27.0,21,,8
2006,50040,BRM,Bremen,Bremen,Germany,Alemania,,4.0,27.0,13,,6
2006,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,,3.0,42.0,13,,6
2006,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,,3.0,33.0,20,,6
2006,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,3.0,27.0,16,,6
2006,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,,2.0,28.0,19,,6
2006,50044,LSO,Levski Sofia,Levski Sofia,Bulgaria,Bulgaria,,1.0,31.0,19,,6
2008,7889,LIV,Liverpool,Liverpool,England,Inglaterra,,21.0,71.0,32,,12
2008,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,17.0,51.0,36,,10
2008,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,15.0,90.0,35,,13
2008,50137,ROM,Roma,Roma,Italy,Italia,,14.0,60.0,16,,10
2008,52714,SEV,Sevilla,Sevilla,Spain,España,,14.0,40.0,20,,8
2008,50051,RMA,Real Madrid,Real Madrid,Spain,España,,13.0,47.0,33,,8
2008,50080,BAR,Barcelona,Barcelona,Spain,España,,11.0,91.0,26,,12
2008,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,,11.0,42.0,24,,10
2008,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,10.0,61.0,50,,13
2008,50138,INT,Inter,Inter,Italy,Italia,,10.0,38.0,21,,8
2008,50058,MIL,Milan,Milan,Italy,Italia,,9.0,41.0,24,,8
2008,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,8.0,35.0,34,,8
2008,5312,LYO,Lyon,Lyon,France,Francia,,7.0,41.0,19,,8
2008,50040,BRM,Bremen,Bremen,Germany,Alemania,,7.0,34.0,17,,6
2008,50064,POR,Porto,Porto,Portugal,Portugal,,6.0,49.0,19,,8
2008,52973,LAZ,Lazio,Lazio,Italy,Italia,,6.0,22.0,22,,6
2008,57388,SCH,Schalke,Schalke,Germany,Alemania,,5.0,65.0,17,,10
2008,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,,5.0,35.0,13,,6
2008,50050,CEL,Celtic,Celtic,Scotland,Escocia,,5.0,27.0,15,,8
2008,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,,5.0,26.0,11,,6
2008,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,,5.0,24.0,18,,6
2008,50121,RAN,Rangers,Rangers,Scotland,Escocia,,5.0,20.0,12,,6
2008,52748,MAR,Marseille,Marseille,France,Francia,,4.0,36.0,18,,6
2008,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,,4.0,33.0,8,,6
2008,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,,4.0,32.0,20,,6
2008,50147,BEN,Benfica,Benfica,Portugal,Portugal,,4.0,29.0,14,,6
2008,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,3.0,41.0,11,,6
2008,50065,FCSB,FCSB,FCSB,Romania,Rumanía,,3.0,16.0,37,,6
2008,52498,SLA,Slavia Praha,Slavia Praha,Czechia,Chequia,,3.0,16.0,15,,6
2008,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,,2.0,29.0,12,,6
2008,50062,PSV,PSV,PSV,Netherlands,Holanda,,2.0,18.0,16,,6
2008,52268,VAL,Valencia,Valencia,Spain,España,,1.0,17.0,9,,6
2009,50080,BAR,Barcelona,Barcelona,Spain,España,,27.0,86.0,24,,13
2009,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,17.0,48.0,34,,10
2009,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,15.0,57.0,47,,12
2009,7889,LIV,Liverpool,Liverpool,England,Inglaterra,,14.0,50.0,31,,10
2009,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,13.0,77.0,47,,12
2009,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,12.0,87.0,40,,13
2009,5312,LYO,Lyon,Lyon,France,Francia,,11.0,39.0,25,,8
2009,50064,POR,Porto,Porto,Portugal,Portugal,,10.0,54.0,18,,10
2009,50137,ROM,Roma,Roma,Italy,Italia,,10.0,29.0,30,,8
2009,70691,VIL,Villarreal,Villarreal,Spain,España,,8.0,50.0,22,,10
2009,50124,ATM,Atleti,Atleti,Spain,España,,8.0,31.0,15,,8
2009,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,8.0,27.0,24,,6
2009,50138,INT,Inter,Inter,Italy,Italia,,6.0,45.0,27,,8
2009,50139,JUV,Juventus,Juventus,Italy,Italia,,6.0,40.0,15,,8
2009,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,,6.0,31.0,30,,8
2009,54186,AAL,AaB,AaB,Denmark,Dinamarca,,6.0,22.0,10,,6
2009,50051,RMA,Real Madrid,Real Madrid,Spain,España,,5.0,57.0,23,,8
2009,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,,5.0,48.0,26,,8
2009,52817,FIO,Fiorentina,Fiorentina,Italy,Italia,,5.0,39.0,18,,6
2009,52748,MAR,Marseille,Marseille,France,Francia,,5.0,36.0,17,,6
2009,50040,BRM,Bremen,Bremen,Germany,Alemania,,5.0,36.0,14,,6
2009,52826,ZEN,Zenit,Zenit,Russia,Rusia,,4.0,46.0,30,,6
2009,88131,CLU,CFR Cluj,CFR Cluj,Romania,Rumanía,,4.0,32.0,19,,6
2009,52897,ANO,Anorthosis,Anorthosis,Cyprus,Chipre,,4.0,16.0,21,,6
2009,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,,3.0,30.0,14,,6
2009,50050,CEL,Celtic,Celtic,Scotland,Escocia,,3.0,26.0,15,,6
2009,50062,PSV,PSV,PSV,Netherlands,Holanda,,3.0,25.0,18,,6
2009,50127,BOR,Bordeaux,Bordeaux,France,Francia,,3.0,19.0,13,,6
2009,50065,FCSB,FCSB,FCSB,Romania,Rumanía,,3.0,18.0,15,,6
2009,59856,BSL,Basel,Basel,Switzerland,Suiza,,2.0,34.0,10,,6
2009,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,,2.0,22.0,20,,6
2009,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,,1.0,18.0,15,,6
2010,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,19.0,43.0,39,,10
2010,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,17.0,58.0,19,,10
2010,50080,BAR,Barcelona,Barcelona,Spain,España,,15.0,68.0,37,,12
2010,52817,FIO,Fiorentina,Fiorentina,Italy,Italia,,15.0,37.0,24,,8
2010,50138,INT,Inter,Inter,Italy,Italia,,13.0,43.0,56,,13
2010,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,12.0,98.0,25,,13
2010,50127,BOR,Bordeaux,Bordeaux,France,Francia,,12.0,46.0,26,,10
2010,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,,12.0,33.0,8,,10
2010,52714,SEV,Sevilla,Sevilla,Spain,España,,11.0,41.0,20,,8
2010,5312,LYO,Lyon,Lyon,France,Francia,,10.0,50.0,37,,12
2010,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,9.0,39.0,30,,8
2010,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,,9.0,36.0,15,,8
2010,50051,RMA,Real Madrid,Real Madrid,Spain,España,,8.0,69.0,24,,8
2010,50058,MIL,Milan,Milan,Italy,Italia,,7.0,44.0,36,,8
2010,50064,POR,Porto,Porto,Portugal,Portugal,,7.0,39.0,17,,8
2010,64332,WOB,Wolfsburg,Wolfsburg,Germany,Alemania,,6.0,41.0,13,,6
2010,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,,5.0,42.0,15,,8
2010,52165,STD,Standard Liège,Standard Liège,Belgium,Bélgica,,5.0,26.0,11,,6
2010,50139,JUV,Juventus,Juventus,Italy,Italia,,4.0,31.0,12,,6
2010,52748,MAR,Marseille,Marseille,France,Francia,,4.0,28.0,21,,6
2010,52327,AZ,AZ Alkmaar,AZ Alkmaar,Netherlands,Holanda,,4.0,27.0,16,,6
2010,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,,4.0,26.0,20,,6
2010,52958,DEB,Debrecen,Debrecen,Hungary,Hungría,,4.0,25.0,21,,6
2010,7889,LIV,Liverpool,Liverpool,England,Inglaterra,,3.0,52.0,20,,6
2010,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,,3.0,33.0,24,,6
2010,92507,URZ,Unirea Urziceni,Unirea Urziceni,Romania,Rumanía,,3.0,16.0,8,,6
2010,82818,RUB,Rubin,Rubin,Russia,Rusia,,2.0,26.0,12,,6
2010,50118,APO,APOEL,APOEL,Cyprus,Chipre,,2.0,24.0,19,,6
2010,50121,RAN,Rangers,Rangers,Scotland,Escocia,,2.0,22.0,19,,6
2010,51150,ZUR,Zürich,Zürich,Switzerland,Suiza,,2.0,20.0,18,,6
2010,50124,ATM,Atleti,Atleti,Spain,España,,,38.0,6,,6
2010,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,,,21.0,16,,6
2011,50080,BAR,Barcelona,Barcelona,Spain,España,,22.0,61.0,46,,13
2011,50051,RMA,Real Madrid,Real Madrid,Spain,España,,17.0,70.0,35,,12
2011,52682,MUN,Man Utd,Man Utd,England,Inglaterra,,16.0,76.0,43,,13
2011,52280,ARS,Arsenal,Arsenal,England,Inglaterra,,15.0,26.0,18,,8
2011,50138,INT,Inter,Inter,Italy,Italia,,14.0,52.0,21,,10
2011,57388,SCH,Schalke,Schalke,Germany,Alemania,,13.0,70.0,22,,12
2011,1652,TOT,Tottenham,Tottenham,England,Inglaterra,,13.0,41.0,18,,10
2011,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,,12.0,58.0,31,,10
2011,52914,CHE,Chelsea,Chelsea,England,Inglaterra,,12.0,52.0,42,,10
2011,52748,MAR,Marseille,Marseille,France,Francia,,12.0,48.0,17,,8
2011,50037,BAY,Bayern München,Bayern München,Germany,Alemania,,11.0,56.0,17,,8
2011,52268,VAL,Valencia,Valencia,Spain,España,,11.0,55.0,12,,8
2011,50137,ROM,Roma,Roma,Italy,Italia,,9.0,46.0,14,,8
2011,50147,BEN,Benfica,Benfica,Portugal,Portugal,,6.0,59.0,17,,6
2011,5312,LYO,Lyon,Lyon,France,Francia,,6.0,57.0,37,,8
2011,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,,6.0,32.0,8,,6
2011,88131,CLU,CFR Cluj,CFR Cluj,Romania,Rumanía,,6.0,19.0,20,,6
2011,59856,BSL,Basel,Basel,Switzerland,Suiza,,5.0,44.0,24,,6
2011,50058,MIL,Milan,Milan,Italy,Italia,,5.0,39.0,39,,8
2011,50040,BRM,Bremen,Bremen,Germany,Alemania,,5.0,37.0,14,,6
2011,59869,HTA,H. Tel Aviv,H. Tel Aviv,Israel,Israel,,5.0,17.0,28,,6
2011,50143,AJX,Ajax,Ajax,Netherlands,Holanda,,4.0,32.0,15,,6
2011,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,,4.0,29.0,20,,8
2011,52818,TWE,Twente,Twente,Netherlands,Holanda,,3.0,31.0,16,,6
2011,52336,BRA,Braga,Braga,Portugal,Portugal,,3.0,15.0,5,,6
2011,50121,RAN,Rangers,Rangers,Scotland,Escocia,,3.0,14.0,14,,6
2011,61601,ZIL,Žilina,Žilina,Slovakia,Eslovaquia,,2.0,30.0,19,,6
2011,52695,BUR,Bursaspor,Bursaspor,Türkiye,Turquía,,2.0,26.0,13,,6
2011,52269,AJA,Auxerre,Auxerre,France,Francia,,2.0,22.0,26,,6
2011,50162,PRT,Partizan,Partizan,Serbia,Serbia,,1.0,23.0,8,,6
2011,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,,1.0,16.0,26,,6
2011,82818,RUB,Rubin,Rubin,Russia,Rusia,,,25.0,12,,6
2012,50080,BAR,Barcelona,Barcelona,Spain,España,628,22.0,76.0,37,,12
2012,50037,BAY,Bayern München,Bayern München,Germany,Alemania,610,18.0,83.0,17,,13
2012,50051,RMA,Real Madrid,Real Madrid,Spain,España,540,26.0,63.0,50,,12
2012,52914,CHE,Chelsea,Chelsea,England,Inglaterra,392,19.0,52.0,34,,13
2012,50147,BEN,Benfica,Benfica,Portugal,Portugal,356,8.0,56.0,14,,10
2012,50058,MIL,Milan,Milan,Italy,Italia,355,10.0,34.0,45,,10
2012,5312,LYO,Lyon,Lyon,France,Francia,335,9.0,47.0,29,,8
2012,52748,MAR,Marseille,Marseille,France,Francia,331,6.0,44.0,22,,10
2012,52826,ZEN,Zenit,Zenit,Russia,Rusia,325,7.0,37.0,32,,8
2012,50143,AJX,Ajax,Ajax,Netherlands,Holanda,303,5.0,45.0,20,,6
2012,50064,POR,Porto,Porto,Portugal,Portugal,282,3.0,42.0,3,,6
2012,75797,LIL,Lille,Lille,France,Francia,280,3.0,53.0,25,,6
2012,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,273,8.0,38.0,14,,8
2012,50138,INT,Inter,Inter,Italy,Italia,254,6.0,44.0,29,,8
2012,50136,NAP,Napoli,Napoli,Italy,Italia,244,11.0,48.0,27,,8
2012,50118,APO,APOEL,APOEL,Cyprus,Chipre,240,6.0,27.0,28,,10
2012,52268,VAL,Valencia,Valencia,Spain,España,239,7.0,38.0,8,,6
2012,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,239,4.0,29.0,13,,6
2012,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,238,2.0,42.0,9,,6
2012,59856,BSL,Basel,Basel,Switzerland,Suiza,236,7.0,30.0,24,,8
2012,52682,MUN,Man Utd,Man Utd,England,Inglaterra,225,5.0,28.0,21,,6
2012,52919,MCI,Man City,Man City,England,Inglaterra,222,5.0,26.0,16,,6
2012,52280,ARS,Arsenal,Arsenal,England,Inglaterra,220,7.0,37.0,24,,8
2012,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,209,6.0,31.0,14,,8
2012,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,201,2.0,23.0,8,,6
2012,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,198,4.0,28.0,14,,6
2012,50151,OTE,Oţelul,Oţelul,Romania,Rumanía,181,1.0,17.0,16,,6
2012,52731,TRA,Trabzonspor,Trabzonspor,Türkiye,Turquía,175,1.0,26.0,31,,6
2012,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,174,4.0,27.0,22,,6
2012,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,165,1.0,21.0,10,,6
2012,61582,GEN,Genk,Genk,Belgium,Bélgica,158,2.0,36.0,14,,6
2012,70691,VIL,Villarreal,Villarreal,Spain,España,152,1.0,22.0,8,,6
2013,50037,BAY,Bayern München,Bayern München,Germany,Alemania,459,28.0,108.0,31,,13
2013,50051,RMA,Real Madrid,Real Madrid,Spain,España,412,27.0,71.0,39,,12
2013,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,363,17.0,62.0,27,,13
2013,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,354,13.0,45.0,31,,10
2013,50139,JUV,Juventus,Juventus,Italy,Italia,348,16.0,63.0,41,,10
2013,57388,SCH,Schalke,Schalke,Germany,Alemania,346,11.0,49.0,21,,8
2013,50064,POR,Porto,Porto,Portugal,Portugal,325,10.0,41.0,22,,8
2013,74069,MAL,Málaga,Málaga,Spain,España,323,14.0,40.0,22,,10
2013,50080,BAR,Barcelona,Barcelona,Spain,España,322,16.0,74.0,26,,12
2013,52747,PSG,Paris,Paris,France,Francia,315,17.0,45.0,44,,10
2013,52268,VAL,Valencia,Valencia,Spain,España,300,9.0,34.0,18,,8
2013,52280,ARS,Arsenal,Arsenal,England,Inglaterra,250,11.0,30.0,23,,8
2013,52826,ZEN,Zenit,Zenit,Russia,Rusia,248,3.0,35.0,15,,6
2013,52682,MUN,Man Utd,Man Utd,England,Inglaterra,237,9.0,55.0,27,,8
2013,50058,MIL,Milan,Milan,Italy,Italia,233,8.0,35.0,24,,8
2013,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,229,11.0,43.0,14,,8
2013,52914,CHE,Chelsea,Chelsea,England,Inglaterra,227,10.0,42.0,14,,6
2013,52336,BRA,Braga,Braga,Portugal,Portugal,214,5.0,26.0,15,,6
2013,50128,MON,Montpellier,Montpellier,France,Francia,213,1.0,28.0,27,,6
2013,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,208,4.0,35.0,18,,6
2013,52919,MCI,Man City,Man City,England,Inglaterra,195,3.0,33.0,34,,6
2013,50050,CEL,Celtic,Celtic,Scotland,Escocia,185,8.0,44.0,12,,8
2013,50147,BEN,Benfica,Benfica,Portugal,Portugal,185,5.0,53.0,8,,6
2013,50143,AJX,Ajax,Ajax,Netherlands,Holanda,184,6.0,25.0,10,,6
2013,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,179,7.0,23.0,19,,6
2013,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,167,,35.0,15,,6
2013,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,154,6.0,23.0,15,,6
2013,75797,LIL,Lille,Lille,France,Francia,154,2.0,34.0,13,,6
2013,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,148,7.0,12.0,13,,6
2013,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,133,8.0,24.0,12,,6
2013,79940,NRS,Nordsjælland,Nordsjælland,Denmark,Dinamarca,111,3.0,19.0,10,,6
2013,88131,CLU,CFR Cluj,CFR Cluj,Romania,Rumanía,110,7.0,24.0,7,,6
2014,50037,BAY,Bayern München,Bayern München,Germany,Alemania,523,19.0,98.0,31,,12
2014,50051,RMA,Real Madrid,Real Madrid,Spain,España,457,34.0,62.0,34,,13
2014,50080,BAR,Barcelona,Barcelona,Spain,España,419,16.0,70.0,27,,10
2014,50124,ATM,Atleti,Atleti,Spain,España,384,20.0,68.0,29,,13
2014,52914,CHE,Chelsea,Chelsea,England,Inglaterra,361,16.0,59.0,17,,12
2014,52682,MUN,Man Utd,Man Utd,England,Inglaterra,341,15.0,52.0,23,,10
2014,52747,PSG,Paris,Paris,France,Francia,319,20.0,38.0,27,,10
2014,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,316,13.0,53.0,23,,10
2014,52826,ZEN,Zenit,Zenit,Russia,Rusia,288,7.0,37.0,10,,8
2014,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,254,8.0,26.0,18,,8
2014,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,248,5.0,45.0,8,,8
2014,57388,SCH,Schalke,Schalke,Germany,Alemania,245,6.0,38.0,17,,8
2014,50139,JUV,Juventus,Juventus,Italy,Italia,242,5.0,48.0,15,,6
2014,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,240,10.0,30.0,24,,8
2014,50147,BEN,Benfica,Benfica,Portugal,Portugal,238,7.0,33.0,8,,6
2014,52919,MCI,Man City,Man City,England,Inglaterra,233,15.0,32.0,23,,8
2014,50064,POR,Porto,Porto,Portugal,Portugal,227,4.0,51.0,3,,6
2014,52280,ARS,Arsenal,Arsenal,England,Inglaterra,224,8.0,26.0,23,,8
2014,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,209,6.0,45.0,26,,6
2014,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,209,5.0,36.0,13,,6
2014,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,202,4.0,34.0,16,,6
2014,59856,BSL,Basel,Basel,Switzerland,Suiza,193,5.0,27.0,10,,6
2014,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,193,5.0,22.0,13,,6
2014,52748,MAR,Marseille,Marseille,France,Francia,190,4.0,15.0,8,,6
2014,50136,NAP,Napoli,Napoli,Italy,Italia,179,8.0,23.0,19,,6
2014,50110,AUS,Austria Wien,Austria Wien,Austria,Austria,174,4.0,21.0,8,,6
2014,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,162,3.0,25.0,10,,6
2014,50143,AJX,Ajax,Ajax,Netherlands,Holanda,157,4.0,32.0,9,,6
2014,50065,FCSB,FCSB,FCSB,Romania,Rumanía,156,2.0,20.0,16,,6
2014,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,153,,35.0,7,,6
2014,50050,CEL,Celtic,Celtic,Scotland,Escocia,151,1.0,34.0,12,,6
