season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,matches,wins,draws,losses
2016,57477,MTA,M. Tel-Aviv,M. Tel-Aviv,Israel,Israel,6,0,0,6
2017,50139,JUV,Juventus,Juventus,Italy,Italia,13,9,3,1
2017,50051,RMA,Real Madrid,Real Madrid,Spain,España,13,9,3,1
2017,50124,ATM,Atleti,Atleti,Spain,España,12,8,2,2
2017,50023,MON,Monaco,Monaco,France,Francia,12,6,2,4
2017,50080,BAR,Barcelona,Barcelona,Spain,España,10,6,1,3
2017,50037,BAY,Bayern München,Bayern München,Germany,Alemania,10,6,0,4
2017,53577,LEI,Leicester,Leicester,England,Inglaterra,10,5,2,3
2017,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,10,5,2,3
2017,52747,PSG,Paris,Paris,France,Francia,8,4,3,1
2017,52714,SEV,Sevilla,Sevilla,Spain,España,8,4,2,2
2017,52280,ARS,Arsenal,Arsenal,England,Inglaterra,8,4,2,2
2017,52919,MCI,Man City,Man City,England,Inglaterra,8,3,3,2
2017,50147,BEN,Benfica,Benfica,Portugal,Portugal,8,3,2,3
2017,50136,NAP,Napoli,Napoli,Italy,Italia,8,3,2,3
2017,50064,POR,Porto,Porto,Portugal,Portugal,8,3,2,3
2017,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,8,2,5,1
2017,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,6,2,3,1
2017,5312,LYO,Lyon,Lyon,France,Francia,6,2,2,2
2017,1652,TOT,Tottenham,Tottenham,England,Inglaterra,6,2,1,3
2017,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,6,1,4,1
2017,64500,ROS,Rostov,Rostov,Russia,Rusia,6,1,2,3
2017,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,6,1,2,3
2017,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,6,1,2,3
2017,50146,LEG,Legia Warszawa,Legia Warszawa,Poland,Polonia,6,1,1,4
2017,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,6,1,0,5
2017,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,6,0,3,3
2017,50050,CEL,Celtic,Celtic,Scotland,Escocia,6,0,3,3
2017,2603104,LUD,Ludogorets,Ludogorets,Bulgaria,Bulgaria,6,0,3,3
2017,59856,BSL,Basel,Basel,Switzerland,Suiza,6,0,2,4
2017,50062,PSV,PSV,PSV,Netherlands,Holanda,6,0,2,4
2017,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,6,0,0,6
2017,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,6,0,0,6
2018,50051,RMA,Real Madrid,Real Madrid,Spain,España,13,9,2,2
2018,7889,LIV,Liverpool,Liverpool,England,Inglaterra,13,7,4,2
2018,50037,BAY,Bayern München,Bayern München,Germany,Alemania,12,8,2,2
2018,50137,ROM,Roma,Roma,Italy,Italia,12,6,2,4
2018,50080,BAR,Barcelona,Barcelona,Spain,España,10,6,3,1
2018,52919,MCI,Man City,Man City,England,Inglaterra,10,6,0,4
2018,50139,JUV,Juventus,Juventus,Italy,Italia,10,5,3,2
2018,52714,SEV,Sevilla,Sevilla,Spain,España,10,3,5,2
2018,1652,TOT,Tottenham,Tottenham,England,Inglaterra,8,5,2,1
2018,52682,MUN,Man Utd,Man Utd,England,Inglaterra,8,5,1,2
2018,59856,BSL,Basel,Basel,Switzerland,Suiza,8,5,0,3
2018,52747,PSG,Paris,Paris,France,Francia,8,5,0,3
2018,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,8,5,0,3
2018,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,8,4,2,2
2018,52914,CHE,Chelsea,Chelsea,England,Inglaterra,8,3,3,2
2018,50064,POR,Porto,Porto,Portugal,Portugal,8,3,2,3
2018,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,6,3,0,3
2018,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,6,2,1,3
2018,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,6,2,1,3
2018,50136,NAP,Napoli,Napoli,Italy,Italia,6,2,0,4
2018,50124,ATM,Atleti,Atleti,Spain,España,6,1,4,1
2018,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,6,1,3,2
2018,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,6,1,0,5
2018,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,6,1,0,5
2018,50050,CEL,Celtic,Celtic,Scotland,Escocia,6,1,0,5
2018,57490,MRB,Maribor,Maribor,Slovenia,Eslovenia,6,0,3,3
2018,60609,QAR,Qarabağ,Qarabağ,Azerbaijan,Azerbaiyán,6,0,2,4
2018,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,6,0,2,4
2018,50118,APO,APOEL,APOEL,Cyprus,Chipre,6,0,2,4
2018,50023,MON,Monaco,Monaco,France,Francia,6,0,2,4
2018,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,6,0,1,5
2018,50147,BEN,Benfica,Benfica,Portugal,Portugal,6,0,0,6
2019,7889,LIV,Liverpool,Liverpool,England,Inglaterra,13,8,1,4
2019,1652,TOT,Tottenham,Tottenham,England,Inglaterra,13,6,2,5
2019,50080,BAR,Barcelona,Barcelona,Spain,España,12,8,3,1
2019,50143,AJX,Ajax,Ajax,Netherlands,Holanda,12,6,4,2
2019,52919,MCI,Man City,Man City,England,Inglaterra,10,7,1,2
2019,50064,POR,Porto,Porto,Portugal,Portugal,10,6,1,3
2019,50139,JUV,Juventus,Juventus,Italy,Italia,10,5,1,4
2019,52682,MUN,Man Utd,Man Utd,England,Inglaterra,10,4,1,5
2019,50124,ATM,Atleti,Atleti,Spain,España,8,5,1,2
2019,50051,RMA,Real Madrid,Real Madrid,Spain,España,8,5,0,3
2019,50037,BAY,Bayern München,Bayern München,Germany,Alemania,8,4,3,1
2019,52747,PSG,Paris,Paris,France,Francia,8,4,2,2
2019,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,8,4,1,3
2019,50137,ROM,Roma,Roma,Italy,Italia,8,4,0,4
2019,57388,SCH,Schalke,Schalke,Germany,Alemania,8,3,2,3
2019,5312,LYO,Lyon,Lyon,France,Francia,8,1,6,1
2019,50136,NAP,Napoli,Napoli,Italy,Italia,6,2,3,1
2019,52268,VAL,Valencia,Valencia,Spain,España,6,2,2,2
2019,50138,INT,Inter,Inter,Italy,Italia,6,2,2,2
2019,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,6,2,1,3
2019,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,6,2,1,3
2019,50147,BEN,Benfica,Benfica,Portugal,Portugal,6,2,1,3
2019,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,6,1,3,2
2019,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,6,1,3,2
2019,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,6,1,1,4
2019,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,6,1,1,4
2019,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,6,1,1,4
2019,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,6,1,0,5
2019,2600431,HOF,Hoffenheim,Hoffenheim,Germany,Alemania,6,0,3,3
2019,50062,PSV,PSV,PSV,Netherlands,Holanda,6,0,2,4
2019,50023,MON,Monaco,Monaco,France,Francia,6,0,1,5
2019,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,6,0,0,6
2020,50037,BAY,Bayern München,Bayern München,Germany,Alemania,11,11,0,0
2020,52747,PSG,Paris,Paris,France,Francia,11,8,1,2
2020,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,10,6,2,2
2020,5312,LYO,Lyon,Lyon,France,Francia,10,4,2,4
2020,52919,MCI,Man City,Man City,England,Inglaterra,9,6,2,1
2020,50080,BAR,Barcelona,Barcelona,Spain,España,9,5,3,1
2020,50124,ATM,Atleti,Atleti,Spain,España,9,5,1,3
2020,52816,ATA,Atalanta,Atalanta,Italy,Italia,9,4,1,4
2020,50139,JUV,Juventus,Juventus,Italy,Italia,8,6,1,1
2020,7889,LIV,Liverpool,Liverpool,England,Inglaterra,8,4,1,3
2020,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,8,4,1,3
2020,50136,NAP,Napoli,Napoli,Italy,Italia,8,3,4,1
2020,52914,CHE,Chelsea,Chelsea,England,Inglaterra,8,3,2,3
2020,52268,VAL,Valencia,Valencia,Spain,España,8,3,2,3
2020,50051,RMA,Real Madrid,Real Madrid,Spain,España,8,3,2,3
2020,1652,TOT,Tottenham,Tottenham,England,Inglaterra,8,3,1,4
2020,50143,AJX,Ajax,Ajax,Netherlands,Holanda,6,3,1,2
2020,52826,ZEN,Zenit,Zenit,Russia,Rusia,6,2,1,3
2020,50147,BEN,Benfica,Benfica,Portugal,Portugal,6,2,1,3
2020,50138,INT,Inter,Inter,Italy,Italia,6,2,1,3
2020,50030,SAL,Salzburg,Salzburg,Austria,Austria,6,2,1,3
2020,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,6,2,0,4
2020,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,6,1,3,2
2020,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,6,1,2,3
2020,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,6,1,1,4
2020,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,6,1,0,5
2020,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,6,1,0,5
2020,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,6,0,3,3
2020,52498,SLA,Slavia Praha,Slavia Praha,Czechia,Chequia,6,0,2,4
2020,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,6,0,2,4
2020,75797,LIL,Lille,Lille,France,Francia,6,0,1,5
2020,61582,GEN,Genk,Genk,Belgium,Bélgica,6,0,1,5
2021,52919,MCI,Man City,Man City,England,Inglaterra,13,11,1,1
2021,52914,CHE,Chelsea,Chelsea,England,Inglaterra,13,9,3,1
2021,50051,RMA,Real Madrid,Real Madrid,Spain,España,12,6,3,3
2021,52747,PSG,Paris,Paris,France,Francia,12,6,1,5
2021,50037,BAY,Bayern München,Bayern München,Germany,Alemania,10,8,1,1
2021,7889,LIV,Liverpool,Liverpool,England,Inglaterra,10,6,2,2
2021,50064,POR,Porto,Porto,Portugal,Portugal,10,6,1,3
2021,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,10,5,2,3
2021,50139,JUV,Juventus,Juventus,Italy,Italia,8,6,0,2
2021,50080,BAR,Barcelona,Barcelona,Spain,España,8,5,1,2
2021,52714,SEV,Sevilla,Sevilla,Spain,España,8,4,2,2
2021,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,8,4,0,4
2021,52816,ATA,Atalanta,Atalanta,Italy,Italia,8,3,2,3
2021,52973,LAZ,Lazio,Lazio,Italy,Italia,8,2,4,2
2021,50124,ATM,Atleti,Atleti,Spain,España,8,2,3,3
2021,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,8,2,2,4
2021,52682,MUN,Man Utd,Man Utd,England,Inglaterra,6,3,0,3
2021,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,6,2,2,2
2021,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,6,2,2,2
2021,50143,AJX,Ajax,Ajax,Netherlands,Holanda,6,2,1,3
2021,50138,INT,Inter,Inter,Italy,Italia,6,1,3,2
2021,2601038,KRA,Krasnodar,Krasnodar,Russia,Rusia,6,1,2,3
2021,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,6,1,1,4
2021,50030,SAL,Salzburg,Salzburg,Austria,Austria,6,1,1,4
2021,52748,MAR,Marseille,Marseille,France,Francia,6,1,0,5
2021,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,6,1,0,5
2021,2600288,IST,Başakşehir,Başakşehir,Türkiye,Turquía,6,1,0,5
2021,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,6,0,3,3
2021,75795,MID,Midtjylland,Midtjylland,Denmark,Dinamarca,6,0,2,4
2021,55031,REN,Rennes,Rennes,France,Francia,6,0,1,5
2021,52826,ZEN,Zenit,Zenit,Russia,Rusia,6,0,1,5
2021,52298,FER,Ferencváros,Ferencváros,Hungary,Hungría,6,0,1,5
2022,7889,LIV,Liverpool,Liverpool,England,Inglaterra,13,10,1,2
2022,50051,RMA,Real Madrid,Real Madrid,Spain,España,13,9,0,4
2022,52919,MCI,Man City,Man City,England,Inglaterra,12,7,2,3
2022,70691,VIL,Villarreal,Villarreal,Spain,España,12,5,3,4
2022,50037,BAY,Bayern München,Bayern München,Germany,Alemania,10,7,2,1
2022,52914,CHE,Chelsea,Chelsea,England,Inglaterra,10,7,1,2
2022,50147,BEN,Benfica,Benfica,Portugal,Portugal,10,3,4,3
2022,50124,ATM,Atleti,Atleti,Spain,España,10,3,3,4
2022,50143,AJX,Ajax,Ajax,Netherlands,Holanda,8,6,1,1
2022,50139,JUV,Juventus,Juventus,Italy,Italia,8,5,1,2
2022,52747,PSG,Paris,Paris,France,Francia,8,4,2,2
2022,50138,INT,Inter,Inter,Italy,Italia,8,4,1,3
2022,52682,MUN,Man Utd,Man Utd,England,Inglaterra,8,3,3,2
2022,75797,LIL,Lille,Lille,France,Francia,8,3,2,3
2022,50030,SAL,Salzburg,Salzburg,Austria,Austria,8,3,2,3
2022,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,8,3,1,4
2022,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,6,3,0,3
2022,69606,SHE,Sheriff,Sheriff,Moldova,Moldavia,6,2,1,3
2022,50080,BAR,Barcelona,Barcelona,Spain,España,6,2,1,3
2022,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,6,2,1,3
2022,52816,ATA,Atalanta,Atalanta,Italy,Italia,6,1,3,2
2022,52714,SEV,Sevilla,Sevilla,Spain,España,6,1,3,2
2022,64332,WOB,Wolfsburg,Wolfsburg,Germany,Alemania,6,1,2,3
2022,52826,ZEN,Zenit,Zenit,Russia,Rusia,6,1,2,3
2022,50064,POR,Porto,Porto,Portugal,Portugal,6,1,2,3
2022,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,6,1,2,3
2022,50058,MIL,Milan,Milan,Italy,Italia,6,1,1,4
2022,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,6,1,1,4
2022,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,6,0,2,4
2022,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,6,0,1,5
2022,50152,MAL,Malmö,Malmö,Sweden,Suecia,6,0,1,5
2022,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,6,0,0,6
2023,52919,MCI,Man City,Man City,England,Inglaterra,13,8,5,0
2023,50138,INT,Inter,Inter,Italy,Italia,13,7,3,3
2023,50051,RMA,Real Madrid,Real Madrid,Spain,España,12,8,2,2
2023,50058,MIL,Milan,Milan,Italy,Italia,12,5,3,4
2023,50037,BAY,Bayern München,Bayern München,Germany,Alemania,10,8,1,1
2023,50136,NAP,Napoli,Napoli,Italy,Italia,10,7,1,2
2023,50147,BEN,Benfica,Benfica,Portugal,Portugal,10,6,3,1
2023,52914,CHE,Chelsea,Chelsea,England,Inglaterra,10,5,1,4
2023,7889,LIV,Liverpool,Liverpool,England,Inglaterra,8,5,0,3
2023,52747,PSG,Paris,Paris,France,Francia,8,4,2,2
2023,50064,POR,Porto,Porto,Portugal,Portugal,8,4,1,3
2023,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,8,4,1,3
2023,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,8,3,3,2
2023,1652,TOT,Tottenham,Tottenham,England,Inglaterra,8,3,3,2
2023,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,8,3,2,3
2023,50072,FRA,Frankfurt,Frankfurt,Germany,Alemania,8,3,1,4
2023,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,6,2,1,3
2023,50080,BAR,Barcelona,Barcelona,Spain,España,6,2,1,3
2023,52748,MAR,Marseille,Marseille,France,Francia,6,2,0,4
2023,50143,AJX,Ajax,Ajax,Netherlands,Holanda,6,2,0,4
2023,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,6,1,3,2
2023,50030,SAL,Salzburg,Salzburg,Austria,Austria,6,1,3,2
2023,52714,SEV,Sevilla,Sevilla,Spain,España,6,1,2,3
2023,50124,ATM,Atleti,Atleti,Spain,España,6,1,2,3
2023,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,6,1,2,3
2023,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,6,1,1,4
2023,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,6,1,0,5
2023,50139,JUV,Juventus,Juventus,Italy,Italia,6,1,0,5
2023,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,6,0,3,3
2023,50050,CEL,Celtic,Celtic,Scotland,Escocia,6,0,2,4
2023,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,6,0,0,6
2023,50121,RAN,Rangers,Rangers,Scotland,Escocia,6,0,0,6
2024,50051,RMA,Real Madrid,Real Madrid,Spain,España,13,9,4,0
2024,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,13,7,3,3
2024,50037,BAY,Bayern München,Bayern München,Germany,Alemania,12,7,3,2
2024,52747,PSG,Paris,Paris,France,Francia,12,5,2,5
2024,52919,MCI,Man City,Man City,England,Inglaterra,10,8,2,0
2024,50124,ATM,Atleti,Atleti,Spain,España,10,6,2,2
2024,50080,BAR,Barcelona,Barcelona,Spain,España,10,6,1,3
2024,52280,ARS,Arsenal,Arsenal,England,Inglaterra,10,5,2,3
2024,50064,POR,Porto,Porto,Portugal,Portugal,8,5,0,3
2024,50138,INT,Inter,Inter,Italy,Italia,8,4,3,1
2024,52973,LAZ,Lazio,Lazio,Italy,Italia,8,4,1,3
2024,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,8,4,1,3
2024,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,8,3,3,2
2024,50136,NAP,Napoli,Napoli,Italy,Italia,8,3,2,3
2024,50062,PSV,PSV,PSV,Netherlands,Holanda,8,2,4,2
2024,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,8,2,2,4
2024,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,6,3,0,3
2024,52277,LEN,Lens,Lens,France,Francia,6,2,2,2
2024,50058,MIL,Milan,Milan,Italy,Italia,6,2,2,2
2024,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,6,2,0,4
2024,59324,NEW,Newcastle,Newcastle,England,Inglaterra,6,1,2,3
2024,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,6,1,2,3
2024,52682,MUN,Man Utd,Man Utd,England,Inglaterra,6,1,1,4
2024,52336,BRA,Braga,Braga,Portugal,Portugal,6,1,1,4
2024,50147,BEN,Benfica,Benfica,Portugal,Portugal,6,1,1,4
2024,50050,CEL,Celtic,Celtic,Scotland,Escocia,6,1,1,4
2024,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,6,1,1,4
2024,50030,SAL,Salzburg,Salzburg,Austria,Austria,6,1,1,4
2024,50113,ANT,Antwerp,Antwerp,Belgium,Bélgica,6,1,0,5
2024,77977,UBE,Union Berlin,Union Berlin,Germany,Alemania,6,0,2,4
2024,52714,SEV,Sevilla,Sevilla,Spain,España,6,0,2,4
2024,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,6,0,1,5
2025,52747,PSG,Paris,Paris,France,Francia,17,11,1,5
2025,50138,INT,Inter,Inter,Italy,Italia,15,10,3,2
2025,52280,ARS,Arsenal,Arsenal,England,Inglaterra,14,9,2,3
2025,50080,BAR,Barcelona,Barcelona,Spain,España,14,9,2,3
2025,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,14,8,2,4
2025,50037,BAY,Bayern München,Bayern München,Germany,Alemania,14,8,2,4
2025,50051,RMA,Real Madrid,Real Madrid,Spain,España,14,8,0,6
2025,52683,AVL,Aston Villa,Aston Villa,England,Inglaterra,12,8,1,3
2025,50062,PSV,PSV,PSV,Netherlands,Holanda,12,5,3,4
2025,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,12,5,2,5
2025,50147,BEN,Benfica,Benfica,Portugal,Portugal,12,5,2,5
2025,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,12,5,2,5
2025,7889,LIV,Liverpool,Liverpool,England,Inglaterra,10,8,0,2
2025,50124,ATM,Atleti,Atleti,Spain,España,10,7,0,3
2025,75797,LIL,Lille,Lille,France,Francia,10,5,2,3
2025,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,10,5,1,4
2025,50058,MIL,Milan,Milan,Italy,Italia,10,5,1,4
2025,52816,ATA,Atalanta,Atalanta,Italy,Italia,10,4,3,3
2025,50139,JUV,Juventus,Juventus,Italy,Italia,10,4,3,3
2025,50023,MON,Monaco,Monaco,France,Francia,10,4,2,4
2025,2601306,BRE,Brest,Brest,France,Francia,10,4,1,5
2025,50050,CEL,Celtic,Celtic,Scotland,Escocia,10,3,4,3
2025,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,10,3,3,4
2025,52919,MCI,Man City,Man City,England,Inglaterra,10,3,2,5
2025,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,8,3,2,3
2025,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,8,3,1,4
2025,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,8,2,1,5
2025,50111,SGR,Sturm Graz,Sturm Graz,Austria,Austria,8,2,0,6
2025,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,8,2,0,6
2025,52969,BOL,Bologna,Bologna,Italy,Italia,8,1,3,4
2025,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,8,1,1,6
2025,50030,SAL,Salzburg,Salzburg,Austria,Austria,8,1,0,7
2025,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,8,1,0,7
2025,2602798,GIR,Girona,Girona,Spain,España,8,1,0,7
2025,52797,SLB,S. Bratislava,S. Bratislava,Slovakia,Eslovaquia,8,0,0,8
2025,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,8,0,0,8
