season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,attempts__attempts,attempts__attempts_on_target,attempts__attempts_off_target,attempts__attempts_blocked,attempts__matches_appearance
2025,50062,PSV,PSV,PSV,Netherlands,Holanda,205.0,76.0,70,59.0,12
2025,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,198.0,82.0,74,42.0,14
2025,52280,ARS,Arsenal,Arsenal,England,Inglaterra,184.0,84.0,52,48.0,14
2025,50138,INT,Inter,Inter,Italy,Italia,182.0,64.0,74,44.0,15
2025,52816,ATA,Atalanta,Atalanta,Italy,Italia,176.0,65.0,70,41.0,10
2025,50147,BEN,Benfica,Benfica,Portugal,Portugal,172.0,69.0,46,57.0,12
2025,52919,MCI,Man City,Man City,England,Inglaterra,172.0,63.0,49,60.0,10
2025,52683,AVL,Aston Villa,Aston Villa,England,Inglaterra,153.0,63.0,56,34.0,12
2025,50058,MIL,Milan,Milan,Italy,Italia,152.0,61.0,48,43.0,10
2025,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,151.0,56.0,56,39.0,10
2025,7889,LIV,Liverpool,Liverpool,England,Inglaterra,149.0,60.0,58,31.0,10
2025,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,141.0,47.0,48,46.0,8
2025,2601306,BRE,Brest,Brest,France,Francia,130.0,39.0,56,35.0,10
2025,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,125.0,46.0,54,25.0,12
2025,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,125.0,43.0,47,35.0,10
2025,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,123.0,45.0,48,30.0,12
2025,50124,ATM,Atleti,Atleti,Spain,España,122.0,47.0,48,27.0,10
2025,50023,MON,Monaco,Monaco,France,Francia,119.0,45.0,42,32.0,10
2025,50139,JUV,Juventus,Juventus,Italy,Italia,116.0,37.0,48,31.0,10
2025,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,102.0,36.0,38,28.0,8
2025,50050,CEL,Celtic,Celtic,Scotland,Escocia,96.0,40.0,35,21.0,10
2025,75797,LIL,Lille,Lille,France,Francia,96.0,39.0,39,18.0,10
2025,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,96.0,31.0,40,25.0,8
2025,52969,BOL,Bologna,Bologna,Italy,Italia,93.0,27.0,38,28.0,8
2025,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,81.0,18.0,38,25.0,8
2025,2602798,GIR,Girona,Girona,Spain,España,80.0,29.0,27,24.0,8
2025,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,76.0,25.0,28,23.0,8
2025,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,76.0,22.0,29,25.0,8
2025,50030,SAL,Salzburg,Salzburg,Austria,Austria,75.0,20.0,27,28.0,8
2025,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,74.0,21.0,32,21.0,8
2025,50111,SGR,Sturm Graz,Sturm Graz,Austria,Austria,66.0,23.0,27,16.0,8
2025,52797,SLB,S. Bratislava,S. Bratislava,Slovakia,Eslovaquia,63.0,17.0,28,18.0,8
