season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,goalkeeping__saves,goalkeeping__goals_conceded,goalkeeping__own_goal_conceded,goalkeeping__saves_on_penalty,goalkeeping__clean_sheet,goalkeeping__punches,goalkeeping__matches_appearance
2003,52682,MUN,Man Utd,Man Utd,England,Inglaterra,21.0,5,,,5.0,,8
2003,50037,BAY,Bayern München,Bayern München,Germany,Alemania,20.0,7,,,2.0,,8
2003,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,19.0,7,,,2.0,,6
2003,50121,RAN,Rangers,Rangers,Scotland,Escocia,18.0,10,,,,,6
2003,50138,INT,Inter,Inter,Italy,Italia,17.0,11,,,1.0,,6
2003,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,16.0,13,,,1.0,,6
2003,53043,CLT,Celta,Celta,Spain,España,15.0,11,,,1.0,,8
2003,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,14.0,13,,,,,6
2003,52748,MAR,Marseille,Marseille,France,Francia,14.0,11,,,1.0,,6
2003,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,13.0,6,,,2.0,,6
2003,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,11.0,6,,,1.0,,6
2003,50050,CEL,Celtic,Celtic,Scotland,Escocia,10.0,7,,,2.0,,6
2003,50143,AJX,Ajax,Ajax,Netherlands,Holanda,9.0,7,,,2.0,,6
2003,50062,PSV,PSV,PSV,Netherlands,Holanda,4.0,7,,,2.0,,6
2004,50058,MIL,Milan,Milan,Italy,Italia,53.0,9,,,9.0,,13
2004,52914,CHE,Chelsea,Chelsea,England,Inglaterra,51.0,13,,,5.0,,12
2004,7889,LIV,Liverpool,Liverpool,England,Inglaterra,40.0,9,,,6.0,,13
2004,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,36.0,9,,,2.0,,6
2004,50139,JUV,Juventus,Juventus,Italy,Italia,35.0,4,,,7.0,,10
2004,52268,VAL,Valencia,Valencia,Spain,España,33.0,10,,,2.0,,6
2004,50138,INT,Inter,Inter,Italy,Italia,32.0,8,,,3.0,,10
2004,50037,BAY,Bayern München,Bayern München,Germany,Alemania,31.0,13,,,2.0,,10
2004,5312,LYO,Lyon,Lyon,France,Francia,31.0,12,,,2.0,,10
2004,50051,RMA,Real Madrid,Real Madrid,Spain,España,30.0,10,,,3.0,,8
2004,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,28.0,13,,,1.0,,6
2004,50062,PSV,PSV,PSV,Netherlands,Holanda,28.0,12,,,4.0,,12
2004,57477,MTA,M. Tel-Aviv,M. Tel-Aviv,Israel,Israel,27.0,12,,,,,6
2004,52682,MUN,Man Utd,Man Utd,England,Inglaterra,27.0,11,,,1.0,,8
2004,52747,PSG,Paris,Paris,France,Francia,27.0,8,,,3.0,,6
2004,50023,MON,Monaco,Monaco,France,Francia,27.0,7,,,3.0,,8
2004,50080,BAR,Barcelona,Barcelona,Spain,España,26.0,11,,,1.0,,8
2004,59044,DEP,Deportivo,Deportivo,Spain,España,25.0,9,,,2.0,,6
2004,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,24.0,13,,,3.0,,6
2004,50064,POR,Porto,Porto,Portugal,Portugal,24.0,10,,,3.0,,8
2004,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,24.0,8,,,,,6
2004,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,23.0,13,,,,,6
2004,50050,CEL,Celtic,Celtic,Scotland,Escocia,23.0,10,,,2.0,,6
2004,50040,BRM,Bremen,Bremen,Germany,Alemania,22.0,16,,,1.0,,8
2004,50143,AJX,Ajax,Ajax,Netherlands,Holanda,21.0,10,,,1.0,,6
2004,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,20.0,13,,,2.0,,8
2004,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,19.0,8,,,2.0,,6
2004,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,19.0,5,,,2.0,,6
2004,50137,ROM,Roma,Roma,Italy,Italia,17.0,14,,,,,6
2004,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,16.0,17,,,,,6
2004,52280,ARS,Arsenal,Arsenal,England,Inglaterra,14.0,9,,,2.0,,8
2004,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,14.0,5,,,4.0,,6
2005,50058,MIL,Milan,Milan,Italy,Italia,57.0,10,,,4.0,,12
2005,52280,ARS,Arsenal,Arsenal,England,Inglaterra,46.0,4,,,10.0,,13
2005,70691,VIL,Villarreal,Villarreal,Spain,España,44.0,7,,,7.0,,12
2005,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,42.0,11,,,,,6
2005,50080,BAR,Barcelona,Barcelona,Spain,España,42.0,5,,,8.0,,13
2005,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,37.0,8,,,1.0,,6
2005,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,36.0,14,,,1.0,,6
2005,50062,PSV,PSV,PSV,Netherlands,Holanda,35.0,11,,,4.0,,8
2005,50139,JUV,Juventus,Juventus,Italy,Italia,35.0,11,,,3.0,,10
2005,50121,RAN,Rangers,Rangers,Scotland,Escocia,34.0,10,,,1.0,,8
2005,50147,BEN,Benfica,Benfica,Portugal,Portugal,33.0,7,,,5.0,,10
2005,50138,INT,Inter,Inter,Italy,Italia,32.0,8,,,4.0,,10
2005,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,30.0,9,,,1.0,,6
2005,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,30.0,7,,,1.0,,6
2005,50051,RMA,Real Madrid,Real Madrid,Spain,España,29.0,9,,,2.0,,8
2005,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,28.0,16,,,1.0,,6
2005,64519,PET,Petržalka,Petržalka,Slovakia,Eslovaquia,28.0,9,,,2.0,,6
2005,51310,UDI,Udinese,Udinese,Italy,Italia,26.0,12,,,1.0,,6
2005,5312,LYO,Lyon,Lyon,France,Francia,26.0,7,,,5.0,,10
2005,80409,THU,Thun,Thun,Switzerland,Suiza,24.0,9,,,2.0,,6
2005,52914,CHE,Chelsea,Chelsea,England,Inglaterra,24.0,4,,,5.0,,8
2005,75797,LIL,Lille,Lille,France,Francia,24.0,2,,,4.0,,6
2005,50042,RAP,SK Rapid,SK Rapid,Austria,Austria,23.0,15,,,,,6
2005,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,23.0,13,,,,,6
2005,52265,BET,Real Betis,Real Betis,Spain,España,23.0,7,,,3.0,,6
2005,7889,LIV,Liverpool,Liverpool,England,Inglaterra,22.0,4,,,5.0,,8
2005,50040,BRM,Bremen,Bremen,Germany,Alemania,21.0,16,,,,,8
2005,50143,AJX,Ajax,Ajax,Netherlands,Holanda,19.0,9,,,2.0,,8
2005,57388,SCH,Schalke,Schalke,Germany,Alemania,18.0,9,,,2.0,,6
2005,52682,MUN,Man Utd,Man Utd,England,Inglaterra,16.0,4,,,3.0,,6
2005,50064,POR,Porto,Porto,Portugal,Portugal,15.0,9,,,2.0,,6
2005,50037,BAY,Bayern München,Bayern München,Germany,Alemania,12.0,9,,,3.0,,8
2006,50058,MIL,Milan,Milan,Italy,Italia,62.0,10,,,7.0,,13
2006,52682,MUN,Man Utd,Man Utd,England,Inglaterra,48.0,13,,,4.0,,12
2006,50137,ROM,Roma,Roma,Italy,Italia,42.0,12,,,5.0,,10
2006,50051,RMA,Real Madrid,Real Madrid,Spain,España,37.0,12,,,1.0,,8
2006,52268,VAL,Valencia,Valencia,Spain,España,37.0,11,,,3.0,,10
2006,7889,LIV,Liverpool,Liverpool,England,Inglaterra,37.0,10,,,7.0,,13
2006,50037,BAY,Bayern München,Bayern München,Germany,Alemania,36.0,11,,,4.0,,10
2006,52914,CHE,Chelsea,Chelsea,England,Inglaterra,36.0,9,,,4.0,,12
2006,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,35.0,5,,,4.0,,6
2006,50062,PSV,PSV,PSV,Netherlands,Holanda,33.0,11,,,4.0,,10
2006,50065,FCSB,FCSB,FCSB,Romania,Rumanía,32.0,11,,,,,6
2006,50080,BAR,Barcelona,Barcelona,Spain,España,32.0,6,,,4.0,,8
2006,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,31.0,11,,,,,6
2006,50147,BEN,Benfica,Benfica,Portugal,Portugal,31.0,8,,,2.0,,6
2006,50050,CEL,Celtic,Celtic,Scotland,Escocia,29.0,10,,,4.0,,8
2006,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,29.0,6,,,2.0,,6
2006,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,27.0,11,,,,,6
2006,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,27.0,9,,,2.0,,6
2006,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,27.0,8,,,2.0,,6
2006,50138,INT,Inter,Inter,Italy,Italia,27.0,7,,,3.0,,8
2006,50044,LSO,Levski Sofia,Levski Sofia,Bulgaria,Bulgaria,26.0,17,,,,,6
2006,75797,LIL,Lille,Lille,France,Francia,25.0,7,,,2.0,,8
2006,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,22.0,16,,,,,6
2006,50064,POR,Porto,Porto,Portugal,Portugal,22.0,7,,,3.0,,8
2006,5312,LYO,Lyon,Lyon,France,Francia,20.0,5,,,5.0,,8
2006,52280,ARS,Arsenal,Arsenal,England,Inglaterra,20.0,5,,,3.0,,8
2006,50127,BOR,Bordeaux,Bordeaux,France,Francia,19.0,7,,,1.0,,6
2006,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,18.0,12,,,1.0,,6
2006,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,18.0,11,,,1.0,,6
2006,50040,BRM,Bremen,Bremen,Germany,Alemania,18.0,5,,,3.0,,6
2006,52167,HSV,Hamburg,Hamburg,Germany,Alemania,16.0,15,,,,,6
2006,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,13.0,11,,,,,6
2008,52682,MUN,Man Utd,Man Utd,England,Inglaterra,49.0,6,,1.0,8.0,,13
2008,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,47.0,10,,,3.0,,8
2008,50058,MIL,Milan,Milan,Italy,Italia,40.0,7,,,3.0,,8
2008,52914,CHE,Chelsea,Chelsea,England,Inglaterra,39.0,8,,1.0,7.0,,13
2008,57388,SCH,Schalke,Schalke,Germany,Alemania,39.0,7,,,4.0,,10
2008,7889,LIV,Liverpool,Liverpool,England,Inglaterra,35.0,12,,,4.0,,12
2008,50050,CEL,Celtic,Celtic,Scotland,Escocia,35.0,10,,,1.0,,8
2008,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,34.0,19,,,,,6
2008,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,34.0,15,,,,,6
2008,50051,RMA,Real Madrid,Real Madrid,Spain,España,34.0,13,,,1.0,,8
2008,50121,RAN,Rangers,Rangers,Scotland,Escocia,34.0,9,,,2.0,,6
2008,50080,BAR,Barcelona,Barcelona,Spain,España,34.0,6,,,8.0,,12
2008,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,31.0,14,,,3.0,,10
2008,50040,BRM,Bremen,Bremen,Germany,Alemania,31.0,13,,,,,6
2008,50137,ROM,Roma,Roma,Italy,Italia,31.0,11,,,1.0,,10
2008,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,30.0,15,,,,,6
2008,50138,INT,Inter,Inter,Italy,Italia,27.0,7,,,3.0,,8
2008,5312,LYO,Lyon,Lyon,France,Francia,26.0,12,,,2.0,,8
2008,50064,POR,Porto,Porto,Portugal,Portugal,26.0,8,,,3.0,,8
2008,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,25.0,10,,,2.0,,6
2008,52268,VAL,Valencia,Valencia,Spain,España,24.0,6,,,3.0,,6
2008,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,23.0,14,,,,,6
2008,52973,LAZ,Lazio,Lazio,Italy,Italia,23.0,11,,,,,6
2008,52280,ARS,Arsenal,Arsenal,England,Inglaterra,23.0,9,,,6.0,,10
2008,50147,BEN,Benfica,Benfica,Portugal,Portugal,23.0,6,,,1.0,,6
2008,52498,SLA,Slavia Praha,Slavia Praha,Czechia,Chequia,20.0,16,,,1.0,,6
2008,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,20.0,8,,,1.0,,6
2008,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,19.0,11,,,2.0,,6
2008,52714,SEV,Sevilla,Sevilla,Spain,España,18.0,12,,,2.0,,8
2008,50065,FCSB,FCSB,FCSB,Romania,Rumanía,18.0,10,,,,,6
2008,50062,PSV,PSV,PSV,Netherlands,Holanda,15.0,6,,,2.0,,6
2008,52748,MAR,Marseille,Marseille,France,Francia,11.0,9,,,2.0,,6
2009,50037,BAY,Bayern München,Bayern München,Germany,Alemania,47.0,10,,,4.0,,10
2009,70691,VIL,Villarreal,Villarreal,Spain,España,42.0,13,,,3.0,,10
2009,52682,MUN,Man Utd,Man Utd,England,Inglaterra,42.0,8,,,8.0,,13
2009,52280,ARS,Arsenal,Arsenal,England,Inglaterra,40.0,11,,,5.0,,12
2009,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,37.0,8,,,1.0,,6
2009,7889,LIV,Liverpool,Liverpool,England,Inglaterra,35.0,12,,,3.0,,10
2009,50138,INT,Inter,Inter,Italy,Italia,35.0,9,,,3.0,,8
2009,50124,ATM,Atleti,Atleti,Spain,España,35.0,6,,,3.0,,8
2009,59856,BSL,Basel,Basel,Switzerland,Suiza,33.0,16,,,,,6
2009,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,33.0,10,,,3.0,,8
2009,54186,AAL,AaB,AaB,Denmark,Dinamarca,32.0,14,,,1.0,,6
2009,52914,CHE,Chelsea,Chelsea,England,Inglaterra,31.0,13,,,5.0,,12
2009,52897,ANO,Anorthosis,Anorthosis,Cyprus,Chipre,31.0,8,,,1.0,,6
2009,50137,ROM,Roma,Roma,Italy,Italia,29.0,7,,,2.0,,8
2009,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,28.0,20,,,4.0,,8
2009,50064,POR,Porto,Porto,Portugal,Portugal,28.0,13,,,2.0,,10
2009,50065,FCSB,FCSB,FCSB,Romania,Rumanía,28.0,12,,,1.0,,6
2009,88131,CLU,CFR Cluj,CFR Cluj,Romania,Rumanía,25.0,9,,,1.0,,6
2009,50050,CEL,Celtic,Celtic,Scotland,Escocia,25.0,7,,,2.0,,6
2009,5312,LYO,Lyon,Lyon,France,Francia,24.0,16,,,1.0,,8
2009,50051,RMA,Real Madrid,Real Madrid,Spain,España,24.0,10,,,3.0,,8
2009,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,24.0,7,,,1.0,,6
2009,50139,JUV,Juventus,Juventus,Italy,Italia,24.0,6,,,4.0,,8
2009,50080,BAR,Barcelona,Barcelona,Spain,España,23.0,13,,,4.0,,13
2009,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,22.0,4,,,3.0,,6
2009,50040,BRM,Bremen,Bremen,Germany,Alemania,20.0,9,,,1.0,,6
2009,52817,FIO,Fiorentina,Fiorentina,Italy,Italia,20.0,8,,,2.0,,6
2009,50062,PSV,PSV,PSV,Netherlands,Holanda,19.0,14,,,1.0,,6
2009,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,19.0,11,,,2.0,,6
2009,52826,ZEN,Zenit,Zenit,Russia,Rusia,19.0,7,1.0,,2.0,,6
2009,50127,BOR,Bordeaux,Bordeaux,France,Francia,14.0,11,,,1.0,,6
2009,52748,MAR,Marseille,Marseille,France,Francia,13.0,7,,,2.0,,6
2010,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,53.0,14,,,,,10
2010,50138,INT,Inter,Inter,Italy,Italia,47.0,9,,,6.0,,13
2010,5312,LYO,Lyon,Lyon,France,Francia,44.0,10,,,4.0,,12
2010,50127,BOR,Bordeaux,Bordeaux,France,Francia,41.0,6,,,6.0,,10
2010,52682,MUN,Man Utd,Man Utd,England,Inglaterra,40.0,12,,,3.0,,10
2010,52165,STD,Standard Liège,Standard Liège,Belgium,Bélgica,40.0,9,,,1.0,,6
2010,50118,APO,APOEL,APOEL,Cyprus,Chipre,38.0,7,,,1.0,,6
2010,52817,FIO,Fiorentina,Fiorentina,Italy,Italia,36.0,11,,,2.0,,8
2010,50037,BAY,Bayern München,Bayern München,Germany,Alemania,34.0,15,,,5.0,,13
2010,52280,ARS,Arsenal,Arsenal,England,Inglaterra,33.0,13,,,3.0,,10
2010,52958,DEB,Debrecen,Debrecen,Hungary,Hungría,32.0,19,,,,,6
2010,50064,POR,Porto,Porto,Portugal,Portugal,32.0,9,,,3.0,,8
2010,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,30.0,9,,,1.0,,6
2010,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,30.0,8,,,2.0,,6
2010,52914,CHE,Chelsea,Chelsea,England,Inglaterra,30.0,7,,,4.0,,8
2010,82818,RUB,Rubin,Rubin,Russia,Rusia,30.0,7,,,2.0,,6
2010,50058,MIL,Milan,Milan,Italy,Italia,28.0,14,,,,,8
2010,50121,RAN,Rangers,Rangers,Scotland,Escocia,28.0,13,,,,,6
2010,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,26.0,8,,,,,6
2010,92507,URZ,Unirea Urziceni,Unirea Urziceni,Romania,Rumanía,25.0,8,,,1.0,,6
2010,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,24.0,8,,,3.0,,8
2010,51150,ZUR,Zürich,Zürich,Switzerland,Suiza,23.0,14,,,1.0,,6
2010,64332,WOB,Wolfsburg,Wolfsburg,Germany,Alemania,22.0,8,,,2.0,,6
2010,52327,AZ,AZ Alkmaar,AZ Alkmaar,Netherlands,Holanda,21.0,8,,,1.0,,6
2010,7889,LIV,Liverpool,Liverpool,England,Inglaterra,21.0,7,,,2.0,,6
2010,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,19.0,12,,,1.0,,8
2010,50051,RMA,Real Madrid,Real Madrid,Spain,España,19.0,9,,,2.0,,8
2010,50139,JUV,Juventus,Juventus,Italy,Italia,19.0,7,,,3.0,,6
2010,50124,ATM,Atleti,Atleti,Spain,España,17.0,12,,,1.0,,6
2010,50080,BAR,Barcelona,Barcelona,Spain,España,17.0,10,,,6.0,,12
2010,52748,MAR,Marseille,Marseille,France,Francia,17.0,10,,,1.0,,6
2010,52714,SEV,Sevilla,Sevilla,Spain,España,17.0,7,,,2.0,,8
2011,52682,MUN,Man Utd,Man Utd,England,Inglaterra,52.0,7,,,8.0,,13
2011,1652,TOT,Tottenham,Tottenham,England,Inglaterra,48.0,16,,,3.0,,10
2011,57388,SCH,Schalke,Schalke,Germany,Alemania,45.0,14,,,3.0,,12
2011,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,43.0,14,,,5.0,,10
2011,52914,CHE,Chelsea,Chelsea,England,Inglaterra,43.0,7,,,4.0,,10
2011,50058,MIL,Milan,Milan,Italy,Italia,40.0,8,,,3.0,,8
2011,50143,AJX,Ajax,Ajax,Netherlands,Holanda,37.0,10,,,1.0,,6
2011,50037,BAY,Bayern München,Bayern München,Germany,Alemania,35.0,9,,,4.0,,8
2011,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,35.0,7,,,3.0,,8
2011,50138,INT,Inter,Inter,Italy,Italia,33.0,21,,,2.0,,10
2011,52280,ARS,Arsenal,Arsenal,England,Inglaterra,31.0,11,,,1.0,,8
2011,52818,TWE,Twente,Twente,Netherlands,Holanda,31.0,11,,,1.0,,6
2011,50121,RAN,Rangers,Rangers,Scotland,Escocia,31.0,6,,,2.0,,6
2011,61601,ZIL,Žilina,Žilina,Slovakia,Eslovaquia,29.0,19,,,,,6
2011,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,29.0,13,,,2.0,,6
2011,50051,RMA,Real Madrid,Real Madrid,Spain,España,29.0,6,,,8.0,,12
2011,50162,PRT,Partizan,Partizan,Serbia,Serbia,28.0,13,,,,,6
2011,88131,CLU,CFR Cluj,CFR Cluj,Romania,Rumanía,28.0,12,,,,,6
2011,52268,VAL,Valencia,Valencia,Spain,España,28.0,8,,,2.0,,8
2011,50137,ROM,Roma,Roma,Italy,Italia,27.0,17,,,,,8
2011,5312,LYO,Lyon,Lyon,France,Francia,25.0,14,,,2.0,,8
2011,59869,HTA,H. Tel Aviv,H. Tel Aviv,Israel,Israel,25.0,10,,,2.0,,6
2011,50080,BAR,Barcelona,Barcelona,Spain,España,24.0,9,,,5.0,,13
2011,50040,BRM,Bremen,Bremen,Germany,Alemania,20.0,12,,,1.0,,6
2011,59856,BSL,Basel,Basel,Switzerland,Suiza,19.0,11,,,1.0,,6
2011,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,17.0,10,,,2.0,,6
2011,52748,MAR,Marseille,Marseille,France,Francia,17.0,5,,,5.0,,8
2011,52695,BUR,Bursaspor,Bursaspor,Türkiye,Turquía,16.0,16,,,,,6
2011,52269,AJA,Auxerre,Auxerre,France,Francia,16.0,12,,,,,6
2011,52336,BRA,Braga,Braga,Portugal,Portugal,16.0,11,,,3.0,,6
2011,82818,RUB,Rubin,Rubin,Russia,Rusia,16.0,4,,,3.0,,6
2011,50147,BEN,Benfica,Benfica,Portugal,Portugal,10.0,12,,,1.0,,6
2012,50118,APO,APOEL,APOEL,Cyprus,Chipre,45.0,15,,,2.0,,10
2012,52914,CHE,Chelsea,Chelsea,England,Inglaterra,44.0,12,,,5.0,,13
2012,50058,MIL,Milan,Milan,Italy,Italia,43.0,14,,,4.0,,10
2012,59856,BSL,Basel,Basel,Switzerland,Suiza,40.0,17,,,1.0,,8
2012,50051,RMA,Real Madrid,Real Madrid,Spain,España,40.0,9,,,6.0,,12
2012,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,39.0,13,,,2.0,,8
2012,52748,MAR,Marseille,Marseille,France,Francia,39.0,10,,,4.0,,10
2012,61582,GEN,Genk,Genk,Belgium,Bélgica,38.0,16,,,1.0,,6
2012,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,37.0,18,,,1.0,,8
2012,50037,BAY,Bayern München,Bayern München,Germany,Alemania,37.0,11,,,5.0,,13
2012,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,34.0,22,,,,,6
2012,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,34.0,14,,,,,6
2012,50136,NAP,Napoli,Napoli,Italy,Italia,34.0,11,,,2.0,,8
2012,50138,INT,Inter,Inter,Italy,Italia,31.0,9,,,1.0,,8
2012,5312,LYO,Lyon,Lyon,France,Francia,29.0,8,,,4.0,,8
2012,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,27.0,11,,,1.0,,6
2012,52268,VAL,Valencia,Valencia,Spain,España,26.0,7,,,2.0,,6
2012,52280,ARS,Arsenal,Arsenal,England,Inglaterra,25.0,10,,,3.0,,8
2012,50147,BEN,Benfica,Benfica,Portugal,Portugal,22.0,10,,,4.0,,10
2012,52682,MUN,Man Utd,Man Utd,England,Inglaterra,21.0,8,,,2.0,,6
2012,50143,AJX,Ajax,Ajax,Netherlands,Holanda,21.0,6,,,4.0,,6
2012,52919,MCI,Man City,Man City,England,Inglaterra,21.0,6,,,2.0,,6
2012,52731,TRA,Trabzonspor,Trabzonspor,Türkiye,Turquía,21.0,5,,,3.0,,6
2012,70691,VIL,Villarreal,Villarreal,Spain,España,20.0,14,,,,,6
2012,50151,OTE,Oţelul,Oţelul,Romania,Rumanía,19.0,11,,,,,6
2012,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,19.0,6,,,1.0,,6
2012,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,15.0,8,,,1.0,,6
2012,75797,LIL,Lille,Lille,France,Francia,13.0,6,,,2.0,,6
2012,50064,POR,Porto,Porto,Portugal,Portugal,12.0,7,,,2.0,,6
2012,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,9.0,12,,,1.0,,6
2012,50080,BAR,Barcelona,Barcelona,Spain,España,6.0,10,,,5.0,,12
2012,52826,ZEN,Zenit,Zenit,Russia,Rusia,,9,,1.0,3.0,,8
2013,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,65.0,14,,1.0,4.0,,13
2013,88131,CLU,CFR Cluj,CFR Cluj,Romania,Rumanía,61.0,7,,,2.0,,6
2013,74069,MAL,Málaga,Málaga,Spain,España,59.0,9,,,5.0,,10
2013,50050,CEL,Celtic,Celtic,Scotland,Escocia,57.0,13,,,1.0,,8
2013,79940,NRS,Nordsjælland,Nordsjælland,Denmark,Dinamarca,56.0,22,,1.0,,,6
2013,52682,MUN,Man Utd,Man Utd,England,Inglaterra,54.0,9,,1.0,1.0,,8
2013,50139,JUV,Juventus,Juventus,Italy,Italia,53.0,8,,,5.0,,10
2013,50051,RMA,Real Madrid,Real Madrid,Spain,España,52.0,18,2.0,,2.0,,12
2013,52919,MCI,Man City,Man City,England,Inglaterra,51.0,11,,,,,6
2013,52747,PSG,Paris,Paris,France,Francia,50.0,8,,,3.0,,10
2013,52268,VAL,Valencia,Valencia,Spain,España,50.0,8,,,3.0,,8
2013,50143,AJX,Ajax,Ajax,Netherlands,Holanda,49.0,16,,,,,6
2013,52280,ARS,Arsenal,Arsenal,England,Inglaterra,48.0,11,,,2.0,,8
2013,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,44.0,14,1.0,1.0,1.0,,10
2013,52914,CHE,Chelsea,Chelsea,England,Inglaterra,44.0,10,,1.0,1.0,,6
2013,50080,BAR,Barcelona,Barcelona,Spain,España,42.0,17,1.0,,4.0,,12
2013,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,42.0,13,1.0,,1.0,,8
2013,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,40.0,15,,,,,6
2013,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,40.0,14,1.0,,,,6
2013,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,40.0,9,,,,,6
2013,50037,BAY,Bayern München,Bayern München,Germany,Alemania,38.0,11,,1.0,5.0,,13
2013,57388,SCH,Schalke,Schalke,Germany,Alemania,38.0,10,,,2.0,,8
2013,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,35.0,14,1.0,,,,6
2013,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,32.0,9,,,2.0,,6
2013,50064,POR,Porto,Porto,Portugal,Portugal,30.0,6,,,5.0,,8
2013,50147,BEN,Benfica,Benfica,Portugal,Portugal,30.0,5,1.0,,3.0,,6
2013,52336,BRA,Braga,Braga,Portugal,Portugal,28.0,13,,,1.0,,6
2013,50058,MIL,Milan,Milan,Italy,Italia,26.0,10,,,2.0,,8
2013,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,26.0,10,,,2.0,,6
2013,52826,ZEN,Zenit,Zenit,Russia,Rusia,25.0,9,1.0,,2.0,,6
2013,75797,LIL,Lille,Lille,France,Francia,22.0,13,,,1.0,,6
2013,50128,MON,Montpellier,Montpellier,France,Francia,17.0,12,,,,,6
2014,50051,RMA,Real Madrid,Real Madrid,Spain,España,87.0,10,,2.0,5.0,,13
