season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,goalkeeping__saves,goalkeeping__goals_conceded,goalkeeping__own_goal_conceded,goalkeeping__saves_on_penalty,goalkeeping__clean_sheet,goalkeeping__punches,goalkeeping__matches_appearance
2014,50124,ATM,Atleti,Atleti,Spain,España,78.0,10,1.0,1.0,6.0,,13
2014,52914,CHE,Chelsea,Chelsea,England,Inglaterra,67.0,10,1.0,,7.0,,12
2014,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,66.0,16,1.0,1.0,3.0,,8
2014,52826,ZEN,Zenit,Zenit,Russia,Rusia,62.0,14,,1.0,2.0,,8
2014,52682,MUN,Man Utd,Man Utd,England,Inglaterra,57.0,9,,,5.0,,10
2014,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,56.0,13,,,2.0,,10
2014,50058,MIL,Milan,Milan,Italy,Italia,56.0,10,,,3.0,,8
2014,52747,PSG,Paris,Paris,France,Francia,56.0,9,,1.0,3.0,,10
2014,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,54.0,17,1.0,,,,6
2014,52919,MCI,Man City,Man City,England,Inglaterra,54.0,14,,,1.0,,8
2014,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,53.0,13,,,1.0,,6
2014,50037,BAY,Bayern München,Bayern München,Germany,Alemania,51.0,13,,1.0,4.0,,12
2014,52280,ARS,Arsenal,Arsenal,England,Inglaterra,51.0,8,,2.0,3.0,,8
2014,50050,CEL,Celtic,Celtic,Scotland,Escocia,50.0,14,1.0,,,,6
2014,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,47.0,17,,,1.0,,8
2014,50110,AUS,Austria Wien,Austria Wien,Austria,Austria,46.0,10,,,1.0,,6
2014,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,43.0,11,,2.0,3.0,,8
2014,50065,FCSB,FCSB,FCSB,Romania,Rumanía,42.0,10,1.0,,1.0,,6
2014,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,41.0,17,1.0,1.0,,,6
2014,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,41.0,10,1.0,1.0,1.0,,6
2014,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,40.0,17,,,,,6
2014,50080,BAR,Barcelona,Barcelona,Spain,España,40.0,8,1.0,,3.0,,10
2014,57388,SCH,Schalke,Schalke,Germany,Alemania,39.0,15,,,4.0,,8
2014,50136,NAP,Napoli,Napoli,Italy,Italia,33.0,9,1.0,,1.0,,6
2014,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,33.0,6,,,3.0,,6
2014,59856,BSL,Basel,Basel,Switzerland,Suiza,31.0,6,,,1.0,,6
2014,52748,MAR,Marseille,Marseille,France,Francia,30.0,14,,,,,6
2014,50143,AJX,Ajax,Ajax,Netherlands,Holanda,28.0,8,,1.0,2.0,,6
2014,50064,POR,Porto,Porto,Portugal,Portugal,27.0,7,,1.0,1.0,,6
2014,50147,BEN,Benfica,Benfica,Portugal,Portugal,23.0,8,,,1.0,,6
2014,50139,JUV,Juventus,Juventus,Italy,Italia,22.0,9,,,,,6
2015,57490,MRB,Maribor,Maribor,Slovenia,Eslovenia,73.0,13,1.0,1.0,,,6
2015,50124,ATM,Atleti,Atleti,Spain,España,70.0,5,0.0,0.0,7.0,,10
2015,50051,RMA,Real Madrid,Real Madrid,Spain,España,68.0,9,1.0,0.0,7.0,2.0,12
2015,50080,BAR,Barcelona,Barcelona,Spain,España,66.0,11,0.0,1.0,5.0,1.0,13
2015,50023,MON,Monaco,Monaco,France,Francia,65.0,5,0.0,0.0,6.0,,10
2015,59856,BSL,Basel,Basel,Switzerland,Suiza,64.0,13,0.0,0.0,2.0,,8
2015,50139,JUV,Juventus,Juventus,Italy,Italia,63.0,10,1.0,0.0,6.0,1.0,13
2015,2603104,LUD,Ludogorets,Ludogorets,Bulgaria,Bulgaria,60.0,14,0.0,1.0,1.0,,6
2015,52280,ARS,Arsenal,Arsenal,England,Inglaterra,60.0,11,0.0,0.0,2.0,,8
2015,52914,CHE,Chelsea,Chelsea,England,Inglaterra,60.0,6,2.0,0.0,3.0,,8
2015,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,59.0,13,0.0,0.0,,,6
2015,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,57.0,11,0.0,1.0,4.0,,8
2015,50152,MAL,Malmö,Malmö,Sweden,Suecia,56.0,15,0.0,0.0,1.0,,6
2015,52919,MCI,Man City,Man City,England,Inglaterra,56.0,11,0.0,1.0,1.0,,8
2015,57388,SCH,Schalke,Schalke,Germany,Alemania,55.0,19,1.0,0.0,1.0,,8
2015,7889,LIV,Liverpool,Liverpool,England,Inglaterra,53.0,9,0.0,0.0,,,6
2015,50147,BEN,Benfica,Benfica,Portugal,Portugal,52.0,6,0.0,0.0,3.0,,6
2015,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,48.0,24,0.0,0.0,,,6
2015,52747,PSG,Paris,Paris,France,Francia,47.0,15,1.0,0.0,2.0,,10
2015,50137,ROM,Roma,Roma,Italy,Italia,47.0,14,1.0,0.0,,,6
2015,50118,APO,APOEL,APOEL,Cyprus,Chipre,47.0,12,0.0,0.0,,,6
2015,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,47.0,10,0.0,0.0,1.0,,6
2015,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,43.0,13,0.0,1.0,1.0,,6
2015,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,38.0,5,0.0,0.0,3.0,,8
2015,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,36.0,19,0.0,0.0,,,6
2015,50037,BAY,Bayern München,Bayern München,Germany,Alemania,36.0,13,0.0,0.0,6.0,1.0,12
2015,52826,ZEN,Zenit,Zenit,Russia,Rusia,35.0,6,0.0,0.0,3.0,,6
2015,50064,POR,Porto,Porto,Portugal,Portugal,34.0,12,0.0,0.0,4.0,,10
2015,50125,ATH,Athletic Club,Athletic Club,Spain,España,34.0,6,0.0,0.0,3.0,,6
2015,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,33.0,12,0.0,0.0,,,6
2015,50143,AJX,Ajax,Ajax,Netherlands,Holanda,29.0,10,0.0,0.0,1.0,,6
2015,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,25.0,9,1.0,0.0,3.0,,8
2016,50124,ATM,Atleti,Atleti,Spain,España,45.0,8,0.0,1.0,8.0,7.0,13
2016,50037,BAY,Bayern München,Bayern München,Germany,Alemania,44.0,11,0.0,1.0,5.0,3.0,12
2016,52280,ARS,Arsenal,Arsenal,England,Inglaterra,37.0,15,0.0,0.0,3.0,3.0,8
2016,52919,MCI,Man City,Man City,England,Inglaterra,37.0,12,2.0,2.0,3.0,7.0,12
2016,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,37.0,10,1.0,0.0,0.0,1.0,6
2016,50147,BEN,Benfica,Benfica,Portugal,Portugal,36.0,12,0.0,0.0,2.0,7.0,10
2016,2600605,AST,Astana,Astana,Kazakhstan,Kazajstán,36.0,11,3.0,0.0,1.0,6.0,6
2016,64332,WOB,Wolfsburg,Wolfsburg,Germany,Alemania,36.0,11,1.0,1.0,5.0,5.0,10
2016,50137,ROM,Roma,Roma,Italy,Italia,35.0,20,0.0,1.0,1.0,2.0,8
2016,52714,SEV,Sevilla,Sevilla,Spain,España,35.0,11,1.0,0.0,2.0,3.0,6
2016,52747,PSG,Paris,Paris,France,Francia,35.0,6,1.0,0.0,5.0,1.0,10
2016,50152,MAL,Malmö,Malmö,Sweden,Suecia,33.0,21,0.0,0.0,1.0,1.0,6
2016,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,33.0,12,0.0,0.0,1.0,8.0,6
2016,50062,PSV,PSV,PSV,Netherlands,Holanda,33.0,7,0.0,0.0,4.0,5.0,8
2016,52826,ZEN,Zenit,Zenit,Russia,Rusia,31.0,9,0.0,0.0,2.0,2.0,8
2016,50080,BAR,Barcelona,Barcelona,Spain,España,31.0,8,0.0,1.0,3.0,1.0,10
2016,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,30.0,14,0.0,1.0,0.0,3.0,6
2016,50051,RMA,Real Madrid,Real Madrid,Spain,España,29.0,6,0.0,0.0,10.0,10.0,13
2016,50139,JUV,Juventus,Juventus,Italy,Italia,27.0,9,0.0,0.0,3.0,2.0,8
2016,52914,CHE,Chelsea,Chelsea,England,Inglaterra,27.0,7,0.0,0.0,4.0,3.0,8
2016,4608,GNT,Gent,Gent,Belgium,Bélgica,26.0,11,1.0,1.0,1.0,4.0,8
2016,57477,MTA,M. Tel-Aviv,M. Tel-Aviv,Israel,Israel,25.0,16,0.0,0.0,0.0,6.0,6
2016,52268,VAL,Valencia,Valencia,Spain,España,25.0,9,0.0,0.0,1.0,3.0,6
2016,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,23.0,9,1.0,0.0,0.0,5.0,6
2016,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,22.0,14,0.0,1.0,1.0,1.0,6
2016,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,22.0,7,1.0,0.0,5.0,3.0,8
2016,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,21.0,13,1.0,0.0,1.0,2.0,6
2016,5312,LYO,Lyon,Lyon,France,Francia,20.0,9,0.0,0.0,1.0,3.0,6
2016,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,19.0,12,0.0,0.0,1.0,2.0,6
2016,50064,POR,Porto,Porto,Portugal,Portugal,18.0,8,1.0,0.0,1.0,2.0,6
2016,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,17.0,12,0.0,0.0,0.0,2.0,6
2016,52682,MUN,Man Utd,Man Utd,England,Inglaterra,16.0,7,0.0,1.0,2.0,1.0,6
2017,50124,ATM,Atleti,Atleti,Spain,España,41.0,9,0.0,1.0,6.0,3.0,12
2017,50051,RMA,Real Madrid,Real Madrid,Spain,España,40.0,18,2.0,0.0,1.0,8.0,13
2017,50037,BAY,Bayern München,Bayern München,Germany,Alemania,38.0,14,1.0,1.0,2.0,1.0,10
2017,53577,LEI,Leicester,Leicester,England,Inglaterra,36.0,10,0.0,2.0,5.0,5.0,10
2017,50023,MON,Monaco,Monaco,France,Francia,35.0,20,1.0,0.0,1.0,6.0,12
2017,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,35.0,15,0.0,0.0,,7.0,6
2017,50146,LEG,Legia Warszawa,Legia Warszawa,Poland,Polonia,34.0,24,0.0,0.0,1.0,8.0,6
2017,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,33.0,14,0.0,1.0,,7.0,6
2017,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,31.0,11,0.0,0.0,,7.0,6
2017,50147,BEN,Benfica,Benfica,Portugal,Portugal,30.0,14,0.0,2.0,3.0,7.0,8
2017,50080,BAR,Barcelona,Barcelona,Spain,España,29.0,12,1.0,1.0,5.0,2.0,10
2017,64500,ROS,Rostov,Rostov,Russia,Rusia,28.0,12,0.0,1.0,1.0,1.0,6
2017,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,27.0,16,1.0,0.0,3.0,6.0,10
2017,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,27.0,14,0.0,1.0,,7.0,6
2017,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,26.0,12,0.0,0.0,1.0,3.0,6
2017,52280,ARS,Arsenal,Arsenal,England,Inglaterra,25.0,16,1.0,0.0,2.0,3.0,8
2017,50062,PSV,PSV,PSV,Netherlands,Holanda,25.0,11,0.0,0.0,1.0,2.0,6
2017,2603104,LUD,Ludogorets,Ludogorets,Bulgaria,Bulgaria,24.0,15,0.0,0.0,1.0,5.0,6
2017,50139,JUV,Juventus,Juventus,Italy,Italia,24.0,7,0.0,1.0,9.0,1.0,13
2017,52919,MCI,Man City,Man City,England,Inglaterra,22.0,16,0.0,2.0,1.0,10.0,8
2017,1652,TOT,Tottenham,Tottenham,England,Inglaterra,20.0,6,1.0,1.0,2.0,3.0,6
2017,52714,SEV,Sevilla,Sevilla,Spain,España,20.0,6,0.0,0.0,5.0,5.0,8
2017,50050,CEL,Celtic,Celtic,Scotland,Escocia,19.0,16,1.0,0.0,,2.0,6
2017,59856,BSL,Basel,Basel,Switzerland,Suiza,19.0,12,0.0,0.0,1.0,0.0,6
2017,50064,POR,Porto,Porto,Portugal,Portugal,19.0,6,0.0,0.0,3.0,2.0,8
2017,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,17.0,8,2.0,0.0,4.0,3.0,8
2017,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,16.0,6,0.0,0.0,2.0,8.0,6
2017,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,16.0,2,2.0,0.0,4.0,5.0,6
2017,5312,LYO,Lyon,Lyon,France,Francia,15.0,3,0.0,0.0,3.0,5.0,6
2017,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,11.0,8,0.0,0.0,1.0,3.0,6
2017,50136,NAP,Napoli,Napoli,Italy,Italia,10.0,14,0.0,0.0,1.0,5.0,8
2017,52747,PSG,Paris,Paris,France,Francia,10.0,13,1.0,1.0,2.0,7.0,8
2018,50137,ROM,Roma,Roma,Italy,Italia,47.0,19,2.0,0.0,5.0,1.0,12
2018,50051,RMA,Real Madrid,Real Madrid,Spain,España,37.0,16,1.0,0.0,3.0,9.0,13
2018,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,37.0,13,2.0,0.0,1.0,4.0,8
2018,60609,QAR,Qarabağ,Qarabağ,Azerbaijan,Azerbaiyán,35.0,14,1.0,0.0,1.0,9.0,6
2018,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,34.0,11,0.0,1.0,0.0,2.0,8
2018,57490,MRB,Maribor,Maribor,Slovenia,Eslovenia,32.0,16,0.0,1.0,0.0,1.0,6
2018,52682,MUN,Man Utd,Man Utd,England,Inglaterra,32.0,5,0.0,0.0,4.0,1.0,8
2018,50037,BAY,Bayern München,Bayern München,Germany,Alemania,30.0,12,0.0,0.0,4.0,4.0,12
2018,50139,JUV,Juventus,Juventus,Italy,Italia,29.0,12,1.0,0.0,3.0,4.0,10
2018,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,29.0,10,0.0,0.0,1.0,4.0,6
2018,52714,SEV,Sevilla,Sevilla,Spain,España,28.0,15,1.0,0.0,3.0,6.0,10
2018,52747,PSG,Paris,Paris,France,Francia,28.0,9,0.0,0.0,4.0,5.0,8
2018,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,27.0,13,1.0,0.0,1.0,4.0,6
2018,50118,APO,APOEL,APOEL,Cyprus,Chipre,26.0,17,0.0,0.0,0.0,5.0,6
2018,1652,TOT,Tottenham,Tottenham,England,Inglaterra,26.0,8,0.0,0.0,2.0,2.0,8
2018,50080,BAR,Barcelona,Barcelona,Spain,España,26.0,6,0.0,0.0,6.0,4.0,10
2018,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,24.0,17,0.0,0.0,1.0,1.0,6
2018,7889,LIV,Liverpool,Liverpool,England,Inglaterra,24.0,16,1.0,0.0,6.0,8.0,13
2018,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,24.0,13,0.0,0.0,0.0,8.0,6
2018,50050,CEL,Celtic,Celtic,Scotland,Escocia,23.0,18,2.0,0.0,1.0,2.0,6
2018,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,23.0,13,0.0,0.0,0.0,2.0,6
2018,52919,MCI,Man City,Man City,England,Inglaterra,23.0,12,0.0,1.0,4.0,2.0,10
2018,52914,CHE,Chelsea,Chelsea,England,Inglaterra,21.0,12,0.0,0.0,2.0,1.0,8
2018,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,21.0,9,2.0,0.0,0.0,3.0,6
2018,50147,BEN,Benfica,Benfica,Portugal,Portugal,20.0,14,2.0,1.0,0.0,1.0,6
2018,50064,POR,Porto,Porto,Portugal,Portugal,19.0,15,0.0,0.0,2.0,9.0,8
2018,50136,NAP,Napoli,Napoli,Italy,Italia,19.0,11,0.0,1.0,1.0,4.0,6
2018,59856,BSL,Basel,Basel,Switzerland,Suiza,18.0,10,0.0,0.0,4.0,1.0,8
2018,52749,FEY,Feyenoord,Feyenoord,Netherlands,Holanda,15.0,14,0.0,0.0,0.0,3.0,6
2018,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,15.0,11,0.0,0.0,0.0,3.0,6
2018,50124,ATM,Atleti,Atleti,Spain,España,15.0,4,1.0,0.0,3.0,0.0,6
2018,50023,MON,Monaco,Monaco,France,Francia,13.0,16,1.0,0.0,0.0,0.0,6
2019,7889,LIV,Liverpool,Liverpool,England,Inglaterra,46.0,12,0.0,0.0,6.0,3.0,13
2019,50143,AJX,Ajax,Ajax,Netherlands,Holanda,40.0,13,0.0,0.0,4.0,8.0,12
2019,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,38.0,17,0.0,1.0,2.0,4.0,6
2019,5312,LYO,Lyon,Lyon,France,Francia,37.0,16,0.0,0.0,1.0,4.0,8
2019,50062,PSV,PSV,PSV,Netherlands,Holanda,37.0,13,0.0,0.0,,3.0,6
2019,1652,TOT,Tottenham,Tottenham,England,Inglaterra,36.0,19,0.0,1.0,4.0,9.0,13
2019,50080,BAR,Barcelona,Barcelona,Spain,España,35.0,10,1.0,0.0,6.0,6.0,12
2019,2600431,HOF,Hoffenheim,Hoffenheim,Germany,Alemania,34.0,14,0.0,0.0,,2.0,6
2019,50137,ROM,Roma,Roma,Italy,Italia,33.0,12,0.0,0.0,2.0,2.0,8
2019,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,33.0,9,0.0,1.0,2.0,2.0,6
2019,50138,INT,Inter,Inter,Italy,Italia,32.0,7,0.0,0.0,,2.0,6
2019,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,28.0,13,0.0,0.0,,5.0,6
2019,52682,MUN,Man Utd,Man Utd,England,Inglaterra,28.0,11,1.0,0.0,3.0,5.0,10
2019,50051,RMA,Real Madrid,Real Madrid,Spain,España,28.0,10,0.0,0.0,3.0,1.0,8
2019,64388,PLZ,Viktoria Plzeň,Viktoria Plzeň,Czechia,Chequia,26.0,16,0.0,0.0,,0.0,6
2019,50139,JUV,Juventus,Juventus,Italy,Italia,25.0,9,0.0,1.0,5.0,3.0,10
2019,50064,POR,Porto,Porto,Portugal,Portugal,24.0,14,0.0,1.0,1.0,7.0,10
2019,50147,BEN,Benfica,Benfica,Portugal,Portugal,24.0,11,0.0,0.0,1.0,3.0,6
2019,50037,BAY,Bayern München,Bayern München,Germany,Alemania,23.0,8,1.0,0.0,4.0,1.0,8
2019,52268,VAL,Valencia,Valencia,Spain,España,23.0,6,1.0,0.0,1.0,1.0,6
2019,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,22.0,12,1.0,0.0,1.0,5.0,6
2019,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,21.0,16,0.0,0.0,,3.0,6
2019,57388,SCH,Schalke,Schalke,Germany,Alemania,21.0,14,0.0,1.0,4.0,4.0,8
2019,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,19.0,5,0.0,0.0,3.0,5.0,6
2019,52747,PSG,Paris,Paris,France,Francia,18.0,12,1.0,0.0,1.0,2.0,8
2019,52919,MCI,Man City,Man City,England,Inglaterra,18.0,12,0.0,0.0,3.0,2.0,10
2019,50031,YB,Young Boys,Young Boys,Switzerland,Suiza,18.0,12,0.0,0.0,,3.0,6
2019,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,18.0,6,0.0,0.0,5.0,3.0,8
2019,50136,NAP,Napoli,Napoli,Italy,Italia,18.0,4,0.0,0.0,2.0,4.0,6
2019,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,17.0,8,0.0,0.0,2.0,4.0,6
2019,50023,MON,Monaco,Monaco,France,Francia,14.0,14,0.0,0.0,,4.0,6
2019,50124,ATM,Atleti,Atleti,Spain,España,11.0,9,0.0,0.0,4.0,4.0,8
2020,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,36.0,12,0.0,0.0,3.0,1.0,10
2020,50069,ZVE,Crvena Zvezda,Crvena Zvezda,Serbia,Serbia,35.0,20,0.0,0.0,0.0,6.0,6
2020,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,35.0,14,0.0,0.0,1.0,2.0,6
2020,52826,ZEN,Zenit,Zenit,Russia,Rusia,34.0,9,1.0,0.0,1.0,7.0,6
2020,50080,BAR,Barcelona,Barcelona,Spain,España,33.0,14,0.0,1.0,2.0,4.0,9
2020,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,31.0,11,2.0,1.0,0.0,4.0,6
2020,1652,TOT,Tottenham,Tottenham,England,Inglaterra,30.0,18,0.0,0.0,2.0,4.0,8
2020,52816,ATA,Atalanta,Atalanta,Italy,Italia,29.0,18,0.0,0.0,2.0,4.0,9
2020,5312,LYO,Lyon,Lyon,France,Francia,29.0,14,0.0,0.0,2.0,4.0,10
2020,52498,SLA,Slavia Praha,Slavia Praha,Czechia,Chequia,29.0,10,1.0,0.0,1.0,0.0,6
2020,50037,BAY,Bayern München,Bayern München,Germany,Alemania,28.0,8,1.0,0.0,6.0,3.0,11
2020,50143,AJX,Ajax,Ajax,Netherlands,Holanda,27.0,6,0.0,0.0,3.0,3.0,6
2020,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,26.0,11,0.0,1.0,2.0,3.0,8
2020,52747,PSG,Paris,Paris,France,Francia,26.0,6,0.0,1.0,7.0,4.0,11
2020,52268,VAL,Valencia,Valencia,Spain,España,25.0,15,0.0,0.0,2.0,5.0,8
2020,50051,RMA,Real Madrid,Real Madrid,Spain,España,25.0,12,0.0,0.0,2.0,6.0,8
2020,50124,ATM,Atleti,Atleti,Spain,España,25.0,9,1.0,0.0,4.0,6.0,9
2020,50138,INT,Inter,Inter,Italy,Italia,23.0,9,0.0,0.0,1.0,1.0,6
2020,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,22.0,13,0.0,1.0,0.0,1.0,6
2020,50164,DIN,GNK Dinamo,GNK Dinamo,Croatia,Croacia,22.0,13,0.0,0.0,1.0,3.0,6
2020,52914,CHE,Chelsea,Chelsea,England,Inglaterra,21.0,16,2.0,1.0,1.0,1.0,8
2020,52919,MCI,Man City,Man City,England,Inglaterra,21.0,9,0.0,0.0,2.0,3.0,9
2020,61582,GEN,Genk,Genk,Belgium,Bélgica,20.0,20,0.0,0.0,1.0,5.0,6
2020,75797,LIL,Lille,Lille,France,Francia,20.0,14,1.0,0.0,0.0,4.0,6
2020,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,20.0,14,0.0,0.0,1.0,5.0,6
2020,7889,LIV,Liverpool,Liverpool,England,Inglaterra,20.0,12,0.0,0.0,1.0,3.0,8
2020,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,19.0,9,0.0,0.0,1.0,0.0,6
2020,50030,SAL,Salzburg,Salzburg,Austria,Austria,18.0,13,0.0,0.0,0.0,2.0,6
2020,50147,BEN,Benfica,Benfica,Portugal,Portugal,18.0,11,1.0,0.0,1.0,8.0,6
2020,50139,JUV,Juventus,Juventus,Italy,Italia,17.0,6,0.0,0.0,3.0,4.0,8
2020,50136,NAP,Napoli,Napoli,Italy,Italia,15.0,8,0.0,0.0,3.0,5.0,8
2020,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,14.0,12,0.0,0.0,1.0,5.0,6
2021,52747,PSG,Paris,Paris,France,Francia,55.0,15,0.0,1.0,2.0,9.0,12
2021,50037,BAY,Bayern München,Bayern München,Germany,Alemania,38.0,10,0.0,0.0,3.0,4.0,10
2021,2601038,KRA,Krasnodar,Krasnodar,Russia,Rusia,34.0,11,0.0,0.0,1.0,8.0,6
2021,7889,LIV,Liverpool,Liverpool,England,Inglaterra,34.0,6,0.0,0.0,7.0,6.0,10
2021,52914,CHE,Chelsea,Chelsea,England,Inglaterra,33.0,4,0.0,0.0,9.0,3.0,13
2021,52758,BVB,B. Dortmund,B. Dortmund,Germany,Alemania,31.0,13,1.0,0.0,3.0,4.0,10
2021,50064,POR,Porto,Porto,Portugal,Portugal,30.0,9,0.0,0.0,6.0,8.0,10
2021,50051,RMA,Real Madrid,Real Madrid,Spain,España,27.0,14,1.0,0.0,4.0,2.0,12
2021,50139,JUV,Juventus,Juventus,Italy,Italia,27.0,8,0.0,0.0,3.0,4.0,8
2021,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,26.0,13,0.0,0.0,1.0,6.0,6
2021,75795,MID,Midtjylland,Midtjylland,Denmark,Dinamarca,25.0,13,0.0,0.0,0.0,0.0,6
2021,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,25.0,12,1.0,0.0,3.0,8.0,6
2021,52816,ATA,Atalanta,Atalanta,Italy,Italia,25.0,12,0.0,0.0,3.0,4.0,8
2021,53065,LMO,Lokomotiv Moskva,Lokomotiv Moskva,Russia,Rusia,25.0,10,0.0,0.0,1.0,6.0,6
2021,52973,LAZ,Lazio,Lazio,Italy,Italia,24.0,13,1.0,0.0,0.0,4.0,8
2021,2603790,RBL,Leipzig,Leipzig,Germany,Alemania,23.0,16,1.0,1.0,1.0,5.0,8
2021,52757,MON,Mönchengladbach,Mönchengladbach,Germany,Alemania,23.0,13,0.0,0.0,2.0,2.0,8
2021,52714,SEV,Sevilla,Sevilla,Spain,España,22.0,13,0.0,0.0,2.0,0.0,8
2021,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,22.0,10,0.0,0.0,1.0,0.0,6
2021,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,21.0,10,1.0,0.0,1.0,3.0,6
2021,2600288,IST,Başakşehir,Başakşehir,Türkiye,Turquía,20.0,18,0.0,0.0,0.0,4.0,6
2021,52298,FER,Ferencváros,Ferencváros,Hungary,Hungría,20.0,17,1.0,0.0,0.0,2.0,6
2021,50080,BAR,Barcelona,Barcelona,Spain,España,19.0,10,0.0,0.0,3.0,3.0,8
2021,50143,AJX,Ajax,Ajax,Netherlands,Holanda,19.0,7,1.0,0.0,0.0,3.0,6
2021,52919,MCI,Man City,Man City,England,Inglaterra,19.0,5,0.0,0.0,8.0,3.0,13
2021,55031,REN,Rennes,Rennes,France,Francia,18.0,11,0.0,0.0,0.0,2.0,6
2021,52826,ZEN,Zenit,Zenit,Russia,Rusia,17.0,13,0.0,0.0,0.0,7.0,6
2021,50030,SAL,Salzburg,Salzburg,Austria,Austria,16.0,17,1.0,0.0,0.0,1.0,6
2021,50124,ATM,Atleti,Atleti,Spain,España,16.0,11,1.0,0.0,2.0,3.0,8
2021,50138,INT,Inter,Inter,Italy,Italia,15.0,9,1.0,0.0,2.0,2.0,6
2021,52682,MUN,Man Utd,Man Utd,England,Inglaterra,14.0,10,1.0,0.0,1.0,0.0,6
2021,52748,MAR,Marseille,Marseille,France,Francia,13.0,13,1.0,0.0,0.0,2.0,6
2022,50051,RMA,Real Madrid,Real Madrid,Spain,España,61.0,14,0.0,1.0,5.0,4.0,13
2022,70691,VIL,Villarreal,Villarreal,Spain,España,41.0,16,1.0,0.0,3.0,12.0,12
2022,50147,BEN,Benfica,Benfica,Portugal,Portugal,38.0,17,1.0,1.0,5.0,5.0,10
