season_year,team_id,team_code,team_name_en,team_name_es,country_en,country_es,goals__goals,goals__goals_scored_with_right,goals__goals_scored_with_left,goals__goals_scored_head,goals__goals_scored_inside_penalty_area,goals__goals_scored_outside_penalty_area,goals__penalty_scored,goals__matches_appearance
2003,50062,PSV,PSV,PSV,Netherlands,Holanda,8,1.0,,1.0,7.0,1.0,,6
2003,50123,RSO,Real Sociedad,Real Sociedad,Spain,España,8,,3.0,,5.0,2.0,1.0,8
2003,50037,BAY,Bayern München,Bayern München,Germany,Alemania,7,2.0,1.0,1.0,5.0,2.0,1.0,8
2003,52973,LAZ,Lazio,Lazio,Italy,Italia,6,2.0,,2.0,6.0,,1.0,6
2003,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,6,2.0,,,5.0,1.0,,8
2003,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,6,1.0,1.0,2.0,6.0,,,6
2003,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,6,,2.0,1.0,2.0,1.0,,6
2003,50143,AJX,Ajax,Ajax,Netherlands,Holanda,6,,,1.0,4.0,1.0,1.0,6
2003,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,5,4.0,,1.0,2.0,3.0,,6
2003,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,5,1.0,1.0,1.0,5.0,,2.0,6
2003,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,5,,,1.0,1.0,1.0,,6
2003,50121,RAN,Rangers,Rangers,Scotland,Escocia,4,1.0,,1.0,3.0,1.0,,6
2003,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,4,,,,4.0,,,6
2003,50162,PRT,Partizan,Partizan,Serbia,Serbia,3,,,1.0,3.0,,,6
2003,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,1,,1.0,,1.0,,,6
2004,5312,LYO,Lyon,Lyon,France,Francia,29,20.0,4.0,4.0,25.0,4.0,1.0,10
2004,50058,MIL,Milan,Milan,Italy,Italia,21,12.0,3.0,5.0,18.0,3.0,,13
2004,52914,CHE,Chelsea,Chelsea,England,Inglaterra,21,7.0,6.0,7.0,16.0,4.0,,12
2004,50037,BAY,Bayern München,Bayern München,Germany,Alemania,20,11.0,2.0,3.0,15.0,5.0,3.0,10
2004,7889,LIV,Liverpool,Liverpool,England,Inglaterra,18,10.0,6.0,1.0,12.0,5.0,,13
2004,50138,INT,Inter,Inter,Italy,Italia,18,5.0,7.0,3.0,17.0,1.0,1.0,10
2004,50109,LEV,Leverkusen,Leverkusen,Germany,Alemania,15,9.0,4.0,2.0,11.0,4.0,,8
2004,52682,MUN,Man Utd,Man Utd,England,Inglaterra,14,9.0,1.0,3.0,13.0,1.0,1.0,8
2004,50040,BRM,Bremen,Bremen,Germany,Alemania,14,6.0,5.0,1.0,12.0,2.0,2.0,8
2004,50062,PSV,PSV,PSV,Netherlands,Holanda,14,3.0,6.0,4.0,13.0,1.0,,12
2004,50080,BAR,Barcelona,Barcelona,Spain,España,13,10.0,1.0,,10.0,3.0,2.0,8
2004,52280,ARS,Arsenal,Arsenal,England,Inglaterra,13,6.0,4.0,,12.0,,2.0,8
2004,50051,RMA,Real Madrid,Real Madrid,Spain,España,12,5.0,3.0,1.0,10.0,2.0,3.0,8
2004,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,11,4.0,4.0,1.0,8.0,2.0,1.0,6
2004,50023,MON,Monaco,Monaco,France,Francia,10,9.0,1.0,,9.0,1.0,,8
2004,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,10,5.0,1.0,3.0,6.0,3.0,,6
2004,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,9,7.0,1.0,,7.0,1.0,,6
2004,50139,JUV,Juventus,Juventus,Italy,Italia,9,2.0,1.0,2.0,7.0,1.0,,10
2004,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,6,5.0,,1.0,5.0,1.0,,6
2004,52268,VAL,Valencia,Valencia,Spain,España,6,4.0,2.0,,5.0,1.0,,6
2004,50064,POR,Porto,Porto,Portugal,Portugal,6,2.0,2.0,2.0,5.0,1.0,,8
2004,50143,AJX,Ajax,Ajax,Netherlands,Holanda,6,,3.0,2.0,4.0,1.0,,6
2004,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,5,4.0,1.0,,4.0,1.0,,6
2004,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,5,3.0,,1.0,4.0,1.0,1.0,6
2004,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,5,2.0,3.0,,4.0,1.0,,6
2004,50050,CEL,Celtic,Celtic,Scotland,Escocia,4,2.0,1.0,1.0,4.0,,,6
2004,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,4,2.0,,1.0,4.0,,,6
2004,50137,ROM,Roma,Roma,Italy,Italia,4,1.0,2.0,,3.0,,,6
2004,57477,MTA,M. Tel-Aviv,M. Tel-Aviv,Israel,Israel,4,,,,1.0,,1.0,6
2004,52747,PSG,Paris,Paris,France,Francia,3,3.0,,,2.0,,,6
2004,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,2,1.0,,1.0,2.0,,,6
2004,59044,DEP,Deportivo,Deportivo,Spain,España,0,,,,,,,6
2005,50080,BAR,Barcelona,Barcelona,Spain,España,24,15.0,4.0,2.0,17.0,3.0,2.0,13
2005,50058,MIL,Milan,Milan,Italy,Italia,20,12.0,2.0,5.0,16.0,3.0,1.0,12
2005,5312,LYO,Lyon,Lyon,France,Francia,19,12.0,3.0,3.0,14.0,,,10
2005,50139,JUV,Juventus,Juventus,Italy,Italia,16,11.0,3.0,2.0,12.0,2.0,,10
2005,50040,BRM,Bremen,Bremen,Germany,Alemania,16,8.0,2.0,3.0,15.0,,2.0,8
2005,52280,ARS,Arsenal,Arsenal,England,Inglaterra,15,8.0,3.0,2.0,12.0,3.0,2.0,13
2005,50138,INT,Inter,Inter,Italy,Italia,14,7.0,4.0,2.0,11.0,2.0,1.0,10
2005,50037,BAY,Bayern München,Bayern München,Germany,Alemania,12,8.0,2.0,2.0,8.0,3.0,,8
2005,50143,AJX,Ajax,Ajax,Netherlands,Holanda,12,6.0,3.0,2.0,10.0,2.0,,8
2005,57388,SCH,Schalke,Schalke,Germany,Alemania,12,3.0,3.0,4.0,11.0,1.0,2.0,6
2005,51310,UDI,Udinese,Udinese,Italy,Italia,10,5.0,3.0,1.0,6.0,3.0,,6
2005,50121,RAN,Rangers,Rangers,Scotland,Escocia,10,1.0,5.0,3.0,8.0,1.0,,8
2005,50051,RMA,Real Madrid,Real Madrid,Spain,España,10,1.0,3.0,5.0,8.0,,,8
2005,52914,CHE,Chelsea,Chelsea,England,Inglaterra,9,6.0,,1.0,7.0,,1.0,8
2005,50147,BEN,Benfica,Benfica,Portugal,Portugal,8,5.0,,3.0,5.0,3.0,,10
2005,70691,VIL,Villarreal,Villarreal,Spain,España,8,3.0,2.0,1.0,7.0,1.0,2.0,12
2005,50064,POR,Porto,Porto,Portugal,Portugal,8,2.0,1.0,3.0,4.0,2.0,,6
2005,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,7,4.0,2.0,,2.0,4.0,,6
2005,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,7,2.0,,3.0,6.0,1.0,2.0,6
2005,7889,LIV,Liverpool,Liverpool,England,Inglaterra,6,4.0,1.0,1.0,6.0,,,8
2005,50043,BRU,Club Brugge,Club Brugge,Belgium,Bélgica,6,4.0,1.0,1.0,3.0,2.0,,6
2005,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,6,4.0,,1.0,3.0,2.0,,6
2005,64519,PET,Petržalka,Petržalka,Slovakia,Eslovaquia,5,4.0,1.0,,4.0,1.0,,6
2005,80409,THU,Thun,Thun,Switzerland,Suiza,4,3.0,1.0,,4.0,,,6
2005,50062,PSV,PSV,PSV,Netherlands,Holanda,4,1.0,1.0,2.0,4.0,,,8
2005,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,4,1.0,1.0,1.0,4.0,,1.0,6
2005,52265,BET,Real Betis,Real Betis,Spain,España,3,2.0,1.0,,2.0,1.0,,6
2005,52682,MUN,Man Utd,Man Utd,England,Inglaterra,3,2.0,1.0,,2.0,,,6
2005,50042,RAP,SK Rapid,SK Rapid,Austria,Austria,3,1.0,,2.0,3.0,,,6
2005,50033,SPA,Sparta Praha,Sparta Praha,Czechia,Chequia,2,1.0,1.0,,1.0,1.0,,6
2005,75797,LIL,Lille,Lille,France,Francia,1,1.0,,,1.0,,,6
2005,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,1,1.0,,,1.0,,,6
2006,52682,MUN,Man Utd,Man Utd,England,Inglaterra,23,11.0,5.0,3.0,16.0,5.0,1.0,12
2006,50058,MIL,Milan,Milan,Italy,Italia,20,10.0,2.0,3.0,10.0,8.0,3.0,13
2006,7889,LIV,Liverpool,Liverpool,England,Inglaterra,19,6.0,3.0,7.0,12.0,5.0,,13
2006,50051,RMA,Real Madrid,Real Madrid,Spain,España,18,5.0,3.0,3.0,9.0,4.0,3.0,8
2006,52914,CHE,Chelsea,Chelsea,England,Inglaterra,17,8.0,4.0,1.0,5.0,9.0,1.0,12
2006,50037,BAY,Bayern München,Bayern München,Germany,Alemania,16,7.0,3.0,1.0,4.0,8.0,,10
2006,52268,VAL,Valencia,Valencia,Spain,España,16,5.0,5.0,4.0,2.0,12.0,,10
2006,50080,BAR,Barcelona,Barcelona,Spain,España,14,10.0,2.0,,,11.0,,8
2006,50137,ROM,Roma,Roma,Italy,Italia,13,5.0,3.0,2.0,5.0,6.0,1.0,10
2006,5312,LYO,Lyon,Lyon,France,Francia,12,6.0,3.0,3.0,4.0,7.0,,8
2006,50064,POR,Porto,Porto,Portugal,Portugal,11,2.0,5.0,1.0,6.0,3.0,1.0,8
2006,75797,LIL,Lille,Lille,France,Francia,8,4.0,4.0,,4.0,4.0,,8
2006,50062,PSV,PSV,PSV,Netherlands,Holanda,8,4.0,1.0,1.0,1.0,4.0,,10
2006,52280,ARS,Arsenal,Arsenal,England,Inglaterra,8,4.0,,2.0,4.0,3.0,1.0,8
2006,50050,CEL,Celtic,Celtic,Scotland,Escocia,8,3.0,4.0,,6.0,,1.0,8
2006,52167,HSV,Hamburg,Hamburg,Germany,Alemania,7,6.0,,1.0,2.0,5.0,,6
2006,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,7,6.0,,1.0,1.0,5.0,,6
2006,50065,FCSB,FCSB,FCSB,Romania,Rumanía,7,5.0,,2.0,2.0,4.0,,6
2006,50147,BEN,Benfica,Benfica,Portugal,Portugal,7,4.0,2.0,,5.0,1.0,,6
2006,50067,GAL,Galatasaray,Galatasaray,Türkiye,Turquía,7,4.0,1.0,2.0,4.0,3.0,,6
2006,50074,AND,Anderlecht,Anderlecht,Belgium,Bélgica,7,4.0,1.0,2.0,2.0,5.0,,6
2006,50138,INT,Inter,Inter,Italy,Italia,7,4.0,,1.0,2.0,3.0,,8
2006,50040,BRM,Bremen,Bremen,Germany,Alemania,7,3.0,,2.0,2.0,2.0,,6
2006,50127,BOR,Bordeaux,Bordeaux,France,Francia,6,4.0,1.0,1.0,,6.0,,6
2006,50129,AEK,AEK Athens,AEK Athens,Greece,Grecia,6,3.0,2.0,1.0,1.0,4.0,,6
2006,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,6,2.0,2.0,2.0,2.0,4.0,,6
2006,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,6,2.0,1.0,2.0,,4.0,,6
2006,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,5,4.0,1.0,,1.0,3.0,,6
2006,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,5,2.0,2.0,1.0,2.0,3.0,,6
2006,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,4,,2.0,1.0,2.0,2.0,1.0,6
2006,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,3,2.0,,1.0,,3.0,,6
2006,50044,LSO,Levski Sofia,Levski Sofia,Bulgaria,Bulgaria,1,1.0,,,,1.0,,6
2008,7889,LIV,Liverpool,Liverpool,England,Inglaterra,29,17.0,3.0,6.0,19.0,10.0,2.0,12
2008,52682,MUN,Man Utd,Man Utd,England,Inglaterra,20,10.0,1.0,8.0,14.0,5.0,1.0,13
2008,52914,CHE,Chelsea,Chelsea,England,Inglaterra,20,9.0,3.0,4.0,12.0,4.0,1.0,13
2008,52280,ARS,Arsenal,Arsenal,England,Inglaterra,19,13.0,4.0,1.0,11.0,6.0,,10
2008,52714,SEV,Sevilla,Sevilla,Spain,España,19,11.0,3.0,3.0,7.0,10.0,1.0,8
2008,50080,BAR,Barcelona,Barcelona,Spain,España,18,8.0,8.0,,11.0,6.0,1.0,12
2008,50051,RMA,Real Madrid,Real Madrid,Spain,España,15,11.0,1.0,3.0,10.0,5.0,,8
2008,50137,ROM,Roma,Roma,Italy,Italia,15,10.0,,4.0,8.0,6.0,,10
2008,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,15,8.0,2.0,4.0,6.0,8.0,,10
2008,50138,INT,Inter,Inter,Italy,Italia,12,8.0,1.0,2.0,11.0,1.0,1.0,8
2008,50058,MIL,Milan,Milan,Italy,Italia,12,8.0,1.0,2.0,2.0,9.0,1.0,8
2008,5312,LYO,Lyon,Lyon,France,Francia,12,5.0,6.0,,3.0,8.0,1.0,8
2008,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,11,6.0,4.0,1.0,7.0,4.0,,8
2008,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,9,4.0,1.0,2.0,2.0,7.0,1.0,6
2008,50064,POR,Porto,Porto,Portugal,Portugal,9,3.0,1.0,2.0,8.0,1.0,2.0,8
2008,52973,LAZ,Lazio,Lazio,Italy,Italia,8,5.0,3.0,,6.0,2.0,,6
2008,50040,BRM,Bremen,Bremen,Germany,Alemania,8,3.0,4.0,,7.0,1.0,1.0,6
2008,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,7,5.0,2.0,,2.0,4.0,,6
2008,50121,RAN,Rangers,Rangers,Scotland,Escocia,7,3.0,2.0,1.0,2.0,5.0,1.0,6
2008,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,7,3.0,2.0,,4.0,2.0,1.0,6
2008,50050,CEL,Celtic,Celtic,Scotland,Escocia,7,3.0,1.0,2.0,1.0,6.0,,8
2008,57388,SCH,Schalke,Schalke,Germany,Alemania,6,4.0,2.0,,2.0,4.0,,10
2008,52748,MAR,Marseille,Marseille,France,Francia,6,4.0,1.0,1.0,2.0,4.0,,6
2008,52806,ROS,Rosenborg,Rosenborg,Norway,Noruega,6,3.0,1.0,2.0,3.0,3.0,,6
2008,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,6,2.0,2.0,1.0,1.0,5.0,1.0,6
2008,52498,SLA,Slavia Praha,Slavia Praha,Czechia,Chequia,5,1.0,3.0,1.0,2.0,3.0,,6
2008,50147,BEN,Benfica,Benfica,Portugal,Portugal,5,1.0,3.0,1.0,2.0,3.0,,6
2008,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,4,3.0,,1.0,1.0,3.0,,6
2008,50065,FCSB,FCSB,FCSB,Romania,Rumanía,4,2.0,,2.0,2.0,2.0,,6
2008,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,4,1.0,2.0,,,2.0,,6
2008,50062,PSV,PSV,PSV,Netherlands,Holanda,3,2.0,,1.0,2.0,1.0,,6
2008,52268,VAL,Valencia,Valencia,Spain,España,2,2.0,,,2.0,,,6
2009,50080,BAR,Barcelona,Barcelona,Spain,España,32,16.0,10.0,3.0,21.0,9.0,2.0,13
2009,50037,BAY,Bayern München,Bayern München,Germany,Alemania,25,12.0,5.0,4.0,22.0,2.0,2.0,10
2009,7889,LIV,Liverpool,Liverpool,England,Inglaterra,21,10.0,3.0,3.0,9.0,10.0,4.0,10
2009,52914,CHE,Chelsea,Chelsea,England,Inglaterra,20,13.0,2.0,5.0,17.0,2.0,,12
2009,52682,MUN,Man Utd,Man Utd,England,Inglaterra,18,15.0,,3.0,8.0,9.0,,13
2009,5312,LYO,Lyon,Lyon,France,Francia,17,13.0,1.0,2.0,10.0,4.0,,8
2009,52280,ARS,Arsenal,Arsenal,England,Inglaterra,17,7.0,5.0,1.0,11.0,6.0,4.0,12
2009,50137,ROM,Roma,Roma,Italy,Italia,13,10.0,1.0,2.0,11.0,,,8
2009,70691,VIL,Villarreal,Villarreal,Spain,España,13,9.0,2.0,1.0,8.0,3.0,1.0,10
2009,50064,POR,Porto,Porto,Portugal,Portugal,13,5.0,3.0,3.0,8.0,3.0,,10
2009,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,11,8.0,2.0,1.0,7.0,2.0,,6
2009,50124,ATM,Atleti,Atleti,Spain,España,11,7.0,4.0,,5.0,6.0,,8
2009,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,10,5.0,,3.0,6.0,3.0,1.0,8
2009,50149,SPO,Sporting CP,Sporting CP,Portugal,Portugal,9,5.0,3.0,,3.0,3.0,,8
2009,50139,JUV,Juventus,Juventus,Italy,Italia,9,4.0,2.0,2.0,4.0,3.0,,8
2009,50051,RMA,Real Madrid,Real Madrid,Spain,España,9,3.0,4.0,1.0,8.0,,,8
2009,54186,AAL,AaB,AaB,Denmark,Dinamarca,9,3.0,1.0,4.0,5.0,1.0,,6
2009,50138,INT,Inter,Inter,Italy,Italia,8,2.0,3.0,3.0,6.0,2.0,,8
2009,52897,ANO,Anorthosis,Anorthosis,Cyprus,Chipre,8,2.0,2.0,3.0,6.0,1.0,,6
2009,50040,BRM,Bremen,Bremen,Germany,Alemania,7,4.0,1.0,1.0,6.0,1.0,1.0,6
2009,52748,MAR,Marseille,Marseille,France,Francia,5,3.0,1.0,1.0,1.0,4.0,,6
2009,50127,BOR,Bordeaux,Bordeaux,France,Francia,5,2.0,1.0,1.0,2.0,1.0,,6
2009,50062,PSV,PSV,PSV,Netherlands,Holanda,5,2.0,,3.0,2.0,3.0,,6
2009,88131,CLU,CFR Cluj,CFR Cluj,Romania,Rumanía,5,,2.0,3.0,5.0,,,6
2009,52817,FIO,Fiorentina,Fiorentina,Italy,Italia,5,,1.0,4.0,3.0,2.0,,6
2009,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,4,3.0,,,1.0,2.0,1.0,6
2009,52826,ZEN,Zenit,Zenit,Russia,Rusia,4,2.0,2.0,,3.0,2.0,,6
2009,50050,CEL,Celtic,Celtic,Scotland,Escocia,4,1.0,1.0,2.0,2.0,2.0,,6
2009,52692,FEN,Fenerbahçe,Fenerbahçe,Türkiye,Turquía,4,1.0,1.0,,,2.0,,6
2009,66168,BTE,BATE Borisov,BATE Borisov,Belarus,Bielorrusia,3,1.0,1.0,1.0,2.0,1.0,,6
2009,50065,FCSB,FCSB,FCSB,Romania,Rumanía,3,,,2.0,2.0,1.0,,6
2009,59856,BSL,Basel,Basel,Switzerland,Suiza,2,2.0,,,1.0,1.0,,6
2010,52280,ARS,Arsenal,Arsenal,England,Inglaterra,21,15.0,3.0,1.0,16.0,4.0,2.0,10
2010,50037,BAY,Bayern München,Bayern München,Germany,Alemania,21,9.0,7.0,2.0,14.0,5.0,2.0,13
2010,52682,MUN,Man Utd,Man Utd,England,Inglaterra,21,9.0,5.0,7.0,17.0,3.0,,10
2010,50080,BAR,Barcelona,Barcelona,Spain,España,20,10.0,10.0,,14.0,5.0,,12
2010,52817,FIO,Fiorentina,Fiorentina,Italy,Italia,18,11.0,3.0,3.0,14.0,4.0,1.0,8
2010,50138,INT,Inter,Inter,Italy,Italia,17,11.0,3.0,3.0,10.0,5.0,,13
2010,5312,LYO,Lyon,Lyon,France,Francia,17,4.0,10.0,2.0,10.0,6.0,1.0,12
2010,50051,RMA,Real Madrid,Real Madrid,Spain,España,16,8.0,7.0,,8.0,5.0,1.0,8
2010,50127,BOR,Bordeaux,Bordeaux,France,Francia,14,7.0,,7.0,12.0,1.0,,10
2010,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,13,8.0,3.0,2.0,9.0,3.0,,10
2010,52714,SEV,Sevilla,Sevilla,Spain,España,13,5.0,2.0,5.0,11.0,2.0,1.0,8
2010,52914,CHE,Chelsea,Chelsea,England,Inglaterra,12,7.0,1.0,3.0,7.0,4.0,,8
2010,52748,MAR,Marseille,Marseille,France,Francia,10,6.0,2.0,1.0,7.0,1.0,,6
2010,50058,MIL,Milan,Milan,Italy,Italia,10,6.0,2.0,,8.0,2.0,2.0,8
2010,50107,STU,Stuttgart,Stuttgart,Germany,Alemania,10,5.0,2.0,3.0,7.0,2.0,,8
2010,50064,POR,Porto,Porto,Portugal,Portugal,10,4.0,3.0,1.0,8.0,2.0,1.0,8
2010,64332,WOB,Wolfsburg,Wolfsburg,Germany,Alemania,9,4.0,2.0,2.0,7.0,2.0,1.0,6
2010,92507,URZ,Unirea Urziceni,Unirea Urziceni,Romania,Rumanía,8,3.0,2.0,,2.0,2.0,,6
2010,52165,STD,Standard Liège,Standard Liège,Belgium,Bélgica,7,4.0,,2.0,6.0,1.0,1.0,6
2010,52723,DKY,Dynamo Kyiv,Dynamo Kyiv,Ukraine,Ucrania,7,3.0,2.0,1.0,4.0,2.0,,6
2010,7889,LIV,Liverpool,Liverpool,England,Inglaterra,5,4.0,,1.0,4.0,1.0,,6
2010,52958,DEB,Debrecen,Debrecen,Hungary,Hungría,5,3.0,,2.0,3.0,2.0,,6
2010,2610,OLY,Olympiacos,Olympiacos,Greece,Grecia,5,1.0,1.0,3.0,3.0,2.0,,8
2010,51150,ZUR,Zürich,Zürich,Switzerland,Suiza,5,1.0,1.0,1.0,3.0,1.0,1.0,6
2010,52327,AZ,AZ Alkmaar,AZ Alkmaar,Netherlands,Holanda,4,3.0,1.0,,3.0,1.0,,6
2010,82818,RUB,Rubin,Rubin,Russia,Rusia,4,3.0,1.0,,2.0,1.0,,6
2010,50139,JUV,Juventus,Juventus,Italy,Italia,4,3.0,,1.0,3.0,1.0,,6
2010,50121,RAN,Rangers,Rangers,Scotland,Escocia,4,3.0,,,,3.0,,6
2010,50118,APO,APOEL,APOEL,Cyprus,Chipre,4,2.0,1.0,,,3.0,,6
2010,50124,ATM,Atleti,Atleti,Spain,España,3,3.0,,,2.0,,,6
2010,50157,BES,Beşiktaş,Beşiktaş,Türkiye,Turquía,3,2.0,1.0,,2.0,1.0,,6
2010,59045,MHA,Maccabi Haifa,Maccabi Haifa,Israel,Israel,0,,,,,,,6
2011,50080,BAR,Barcelona,Barcelona,Spain,España,30,13.0,12.0,1.0,23.0,5.0,2.0,13
2011,50051,RMA,Real Madrid,Real Madrid,Spain,España,25,12.0,7.0,3.0,19.0,3.0,1.0,12
2011,57388,SCH,Schalke,Schalke,Germany,Alemania,22,15.0,6.0,,20.0,,,12
2011,52280,ARS,Arsenal,Arsenal,England,Inglaterra,21,12.0,2.0,3.0,13.0,7.0,3.0,8
2011,50037,BAY,Bayern München,Bayern München,Germany,Alemania,19,15.0,1.0,,17.0,,1.0,8
2011,52682,MUN,Man Utd,Man Utd,England,Inglaterra,19,11.0,7.0,,17.0,2.0,1.0,13
2011,52707,SHK,Shakhtar,Shakhtar,Ukraine,Ucrania,19,10.0,7.0,1.0,16.0,2.0,1.0,10
2011,1652,TOT,Tottenham,Tottenham,England,Inglaterra,19,10.0,4.0,1.0,16.0,1.0,2.0,10
2011,50138,INT,Inter,Inter,Italy,Italia,18,11.0,6.0,,14.0,4.0,1.0,10
2011,52268,VAL,Valencia,Valencia,Spain,España,17,10.0,3.0,2.0,14.0,2.0,1.0,8
2011,52914,CHE,Chelsea,Chelsea,England,Inglaterra,17,8.0,5.0,2.0,15.0,2.0,2.0,10
2011,52748,MAR,Marseille,Marseille,France,Francia,13,4.0,4.0,4.0,8.0,4.0,,8
2011,50137,ROM,Roma,Roma,Italy,Italia,12,5.0,4.0,,9.0,2.0,2.0,8
2011,5312,LYO,Lyon,Lyon,France,Francia,12,4.0,5.0,2.0,11.0,1.0,1.0,8
2011,52818,TWE,Twente,Twente,Netherlands,Holanda,9,3.0,2.0,2.0,5.0,1.0,1.0,6
2011,59856,BSL,Basel,Basel,Switzerland,Suiza,8,3.0,3.0,2.0,7.0,1.0,,6
2011,50058,MIL,Milan,Milan,Italy,Italia,7,5.0,1.0,1.0,6.0,1.0,,8
2011,50068,SPM,Spartak Moskva,Spartak Moskva,Russia,Rusia,7,4.0,1.0,1.0,6.0,,,6
2011,52709,CPH,Copenhagen,Copenhagen,Denmark,Dinamarca,7,4.0,,1.0,3.0,2.0,1.0,8
2011,59869,HTA,H. Tel Aviv,H. Tel Aviv,Israel,Israel,7,3.0,2.0,1.0,7.0,,1.0,6
2011,50147,BEN,Benfica,Benfica,Portugal,Portugal,7,2.0,2.0,3.0,6.0,1.0,,6
2011,50143,AJX,Ajax,Ajax,Netherlands,Holanda,6,5.0,,1.0,3.0,3.0,,6
2011,50040,BRM,Bremen,Bremen,Germany,Alemania,6,3.0,1.0,2.0,3.0,3.0,,6
2011,88131,CLU,CFR Cluj,CFR Cluj,Romania,Rumanía,6,,1.0,5.0,6.0,,,6
2011,52336,BRA,Braga,Braga,Portugal,Portugal,5,1.0,3.0,1.0,4.0,,,6
2011,52269,AJA,Auxerre,Auxerre,France,Francia,3,2.0,1.0,,1.0,1.0,,6
2011,61601,ZIL,Žilina,Žilina,Slovakia,Eslovaquia,3,2.0,,1.0,2.0,1.0,,6
2011,50121,RAN,Rangers,Rangers,Scotland,Escocia,3,1.0,1.0,1.0,3.0,,,6
2011,52695,BUR,Bursaspor,Bursaspor,Türkiye,Turquía,2,2.0,,,2.0,,,6
2011,50162,PRT,Partizan,Partizan,Serbia,Serbia,2,1.0,,,1.0,1.0,1.0,6
2011,50084,PAN,Panathinaikos,Panathinaikos,Greece,Grecia,2,1.0,,,1.0,,,6
2011,82818,RUB,Rubin,Rubin,Russia,Rusia,2,,,,2.0,,2.0,6
2012,50051,RMA,Real Madrid,Real Madrid,Spain,España,35,24.0,7.0,,27.0,5.0,2.0,12
2012,50080,BAR,Barcelona,Barcelona,Spain,España,35,13.0,10.0,3.0,29.0,1.0,5.0,12
2012,50037,BAY,Bayern München,Bayern München,Germany,Alemania,26,10.0,8.0,1.0,23.0,1.0,1.0,13
2012,52914,CHE,Chelsea,Chelsea,England,Inglaterra,25,12.0,6.0,5.0,20.0,3.0,2.0,13
2012,50058,MIL,Milan,Milan,Italy,Italia,16,10.0,2.0,2.0,13.0,2.0,2.0,10
2012,50136,NAP,Napoli,Napoli,Italy,Italia,14,6.0,2.0,4.0,11.0,2.0,1.0,8
2012,50147,BEN,Benfica,Benfica,Portugal,Portugal,13,7.0,4.0,1.0,10.0,,,10
2012,52268,VAL,Valencia,Valencia,Spain,España,12,6.0,3.0,2.0,10.0,2.0,1.0,6
2012,59856,BSL,Basel,Basel,Switzerland,Suiza,12,3.0,4.0,3.0,11.0,1.0,2.0,8
2012,54266,CSM,CSKA Moskva,CSKA Moskva,Russia,Rusia,11,5.0,4.0,1.0,8.0,1.0,,8
2012,52682,MUN,Man Utd,Man Utd,England,Inglaterra,11,4.0,2.0,2.0,10.0,,2.0,6
2012,5312,LYO,Lyon,Lyon,France,Francia,10,8.0,1.0,,9.0,1.0,,8
2012,52826,ZEN,Zenit,Zenit,Russia,Rusia,10,6.0,3.0,1.0,9.0,1.0,,8
2012,52280,ARS,Arsenal,Arsenal,England,Inglaterra,10,6.0,1.0,2.0,9.0,,1.0,8
